UG_COD,UG_DESC,UF,REGIÃO
158354,INST.FED.PIAUÍ/CAMPUS TERESINA ZONA SUL,,
158364,IFSP - CAMPUS SALTO,,
158379,INST. FED. CATARINENSE/CAMPUS VIDEIRA,,
158386,INST.FED. FLUMINENSE/CAMPUS GUARUS,,
158387,INST.FED  FLUMINENSE/CAMPUS B.JESUS DO ITABAP,,
158401,CENTRO DESENV SUSTENTAVEL DO SEMIARIDO-UFCG,,
158433,INST.FED.DE GOIÁS/CAMPUS ITUMBIARA,,
158435,INST.FED.BAIANO/CAMPUS SENHOR DO BONFIM,,
158442,INST. FED. BAIANO - CAMPUS GUANAMBI,,
158443,INST.FED.BAIANO/CAMPUS CATU,,
158447,CAMPUS COARI,,
158459,INST. FED. CATARINENSE/CAMPUS ARAQUARI,,
158460,INST. FED. CATARINENSE/CAMPUS CAMBORIU,,
158461,INST. FED. CATARINENSE/CAMPUS CONCORDIA,,
158462,INST. FED. CATARINENSE/CAMPUS SOMBRIO,,
158467,INST.FED.DO SUL-RIO-GRANDENSE/CAMPUS PELOTAS,,
158499,INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA,,
158500,INST.FED.SERTAO PERNAMBUCANO/CAMPUS FLORESTA,,
158501,IFB - CAMPUS PLANALTINA,,
158503,INST.FED.FARROUPILHA/CAMPUS DE SÃO BORJA,,
158504,INST.FED.FARROUPILHA/CAMPUS DE SANTA ROSA,,
158505,INST.FE.FARROUPILHA/CAMPUS PANAMBI,,
158506,INST.FED.DO PARÁ/CAMPUS BRAGANÇA,,
158508,INST.FED.DO PARÁ/CAMPUS ABAETETUBA,,
158509,INST.FED.DO PARÁ/CAMPUS CONCEIC. DO ARAGUAIA,,
158512,INST.FED.DO PARÁ/CAMPUS INDUSTRIAL MARABÁ,,
158517,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,,
158518,INST.FED.DO PARÁ/CAMPUS SANTARÉM,,
158520,IFSP - CAMPUS CATANDUVA,,
158522,INSTITUTO FEDERAL DE GOIÁS/CAMPUS ANÁPOLIS,,
158523,INSTITUTO FEDERAL DE GOIÁS/CAMPUS FORMOSA,,
158524,INSTITUTO FEDERAL DE GOIÁS/CAMPUS LUZIANIA,,
158525,IFSP - CAMPUS BIRIGUI,,
158526,IFSP - CAMPUS ITAPETININGA,,
158528,IFSP - CAMPUS PIRACICABA,,
158560,CAMPUS PARINTINS,,
158561,CAMPUS TABATINGA,,
158562,CAMPUS PRESIDENTE FIGUEIREDO,,
158563,IFAM - CAMPUS MAUÉS,,
158564,CAMPUS LÁBREA,,
158565,UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,,
158566,IFSP - CAMPUS SUZANO,,
158567,INST.FED.DO PARÁ/CAMPUS ITAITUBA,,
158578,IFSP - CAMPUS HORTOLÂNDIA,,
158579,IFSP - CAMPUS VOTUPORANGA,,
158581,IFSP - CAMPUS ARARAQUARA,,
158582,IFSP - CAMPUS AVARÉ,,
158583,IFSP - CAMPUS BARRETOS,,
158584,IFSP - CAMPUS PRESIDENTE EPITACIO,,
158586,IFSP - CAMPUS REGISTRO,,
158610,INST.FED.DE GOIÁS-CAMPUS APARECIDA DE GOIÂNIA,,
158611,INST. FED. DE GOIÁS - CAMPUS CIDADE DE GOIÁS,,
158658,UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA,,
158667,IF GOIANO - CAMPUS IPORA,,
158710,IFSP - CAMPUS BOITUVA,,
158712,IFSP - CAMPUS CAPIVARI,,
158713,IFSP - CAMPUS SAO JOSE DOS CAMPOS,,
158714,IFSP - CAMPUS CAMPINAS,,
158883,INST.FED.DO ESPÍRITO SANTO/CAMPUS GUARAPARI,,
158892,IFES/CAMPUS PIÚMA,,
160001,7 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160003,20 CIRCUNSCRICAO DE SERVICO MILITAR,,
160004,59  BATALHAO DE INFANTARIA MOTORIZADO,,
160005,54 BATALHAO DE INFANTARIA DE SELVA,,
160006,1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL),,
160007,4 BATALHAO DE AVIAÇÃO DO EXERCITO,,
160008,CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA,,
160009,12 INSPETORIA DE CONTAB.FINANCAS DO EXERCITO,,
160010,29 CIRCUNSCRICAO DE SERVICO MILITAR,,
160011,4 DIVISAO DE LEVANTAMENTO,,
160012,CENTRO DE INSTRUCAO DE GUERRA NA SELVA,,
160014,COMANDO 12 REGIAO MILITAR,,
160015,COMANDO 2 GRUPAMENTO ENGENHARIA,,
160016,COMANDO DO COMANDO MILITAR DA AMAZONIA,,
160017,COMISSAO REGIONAL DE OBRAS/12,,
160018,12. BATALHAO DE SUPRIMENTO,,
160019,HOSPITAL DE GUARNICAO DE TABATINGA,,
160021,PARQUE REGIONAL DE MANUTENCAO/12,,
160022,21 COMPANHIA DE ENGENHARIA CONSTRUCAO,,
160023,10. COMPANHIA DE ENGENHARIA DE COMBATE,,
160024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS,,
160027,4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160028,35 BATALHAO DE INFANTARIA,,
160029,18 CIRCUNSCRICAO DE SERVICO MILITAR,,
160030,1 COMPANHIA DE INFANTARIA,,
160032,17 CIRCUNSCRICAO DE SERVICO MILITAR,,
160033,19 BATALHAO DE CACADORES,,
160034,4 COMPANHIA DE GUARDA,,
160036,COMANDO 6 REGIAO MILITAR,,
160038,6. DEPOSITO DE SUPRIMENTO,,
160040,PARQUE REGIONAL DE MANUTENCAO/6,,
160041,40 BATALHAO DE INFANTARIA,,
160044,23 BATALHAO DE CACADORES,,
160045,25 CIRCUNSCRICAO DE SERVICO MILITAR,,
160047,COMANDO 10 REGIAO MILITAR,,
160049,10. DEPOSITO DE SUPRIMENTO,,
160051,PARQUE REGIONAL DE MANUTENCAO/10,,
160052,1 REGIMENTO DE CAVALARIA DE GUARDA,,
160053,11 GRUPO DE ARTILHARIA ANTIAEREA,,
160055,16 BATALHAO LOGISTICO,,
160056,CENTRO DE IMAGENS E INFORM.GEOG.EXERCITO,,
160057,3 ESQUADRAO DE CAVALARIA MECANIZADO,,
160058,32 GRUPO DE ARTILHARIA DE CAMPANHA,,
160059,BATALHAO DE GUARDA PRESIDENCIAL,,
160062,CENTRO DE INTELIGENCIA DO EXERCITO,,
160065,COMANDO DA 11A. REGIAO MILITAR,,
160066,COMISSAO REGIONAL DE OBRAS/11,,
160067,DEPARTAMENTO DE ENGENHARIA E CONSTRUCAO,,
160068,DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT,,
160069,COMANDO LOGISTICO,,
160070,DEPARTAMENTO-GERAL DO PESSOAL,,
160072,11. DEPOSITO DE SUPRIMENTO,,
160074,PARQUE REGIONAL DE MANUTENCAO/8,,
160076,DEPARTAMENTO DE CIENCIA E TECNOLOGIA,,
160078,COLEGIO MILITAR DE CAMPO GRANDE,,
160079,COLEGIO MILITAR DE SANTA MARIA,,
160081,23 ESQUADRAO DE CAVALARIA DE SELVA,,
160083,ESTABELCIMENTO GEN GUSTAVO CORDEIRO FARIAS,,
160085,ESTADO-MAIOR DO EXERCITO,,
160086,GABINETE DO COMANDANTE DO EXERCITO,,
160089,SECRETARIA DE ECONOMIA E FINANCAS,,
160090,SECRETARIA-GERAL DO EXERCITO,,
160091,CENTRO INTEGRADO DE TELEMATICA DO EXERCITO,,
160093,38  BATALHAO DE INFANTARIA,,
160095,58 BATALHAO DE INFANTARIA MOTORIZADO,,
160098,BASE ADMINISTRATIVA DA BDA DE OP ESPECIAIS,,
160099,7 CIRCUNSCRICAO DE SERVICO MILITAR,,
160100,COMANDO DA 3A BDA DE INFANTARIA   MOTORIZADA,,
160101,23 COMPANHIA DE ENGENHARIA DE COMBATE,,
160102,41 BATALHAO DE INFANTARIA MOTORIZADO,,
160103,50 BATALHAO DE INFANTARIA DE SELVA,,
160104,27 CIRCUNSCRICAO DE SERVICO MILITAR,,
160105,24 BATALHAO DE INFANTARIA LEVE,,
160106,11 BATALAHO DE ENGENHARIA DE CONSTRUCAO,,
160107,11 CIRCUNSCRICAO DE SERVICO MILITAR,,
160108,12 BATALHAO DE INFANTARIA,,
160109,4 COMPANHIA DE COMUNICACOES,,
160110,COLEGIO MILITAR DE JUIZ DE FORA,,
160111,COMANDO DA 4A BDA DE INFANTARIA LEVE MONTANHA,,
160113,4 BATALHAO DE ENGENHARIA DE COMBATE,,
160114,10 BATALHAO DE INFANTARIA,,
160115,12 CIRCUNSCRICAO DE SERVICO MILITAR,,
160116,17 BATALHAO LOGISTICO,,
160117,4 GRUPO DE ARTILHARIA DE CAMPANHA,,
160118,COMANDO DA 4ª REGIÃO MILITAR,,
160120,4. DEPOSITO DE SUPRIMENTO,,
160121,HOSPITAL GERAL DE JUIZ DE FORA,,
160122,55 BATALHAO DE INFANTARIA,,
160123,14 GRUPO DE ARTILHARIA DE CAMPANHA,,
160125,4 ESQUADRAO DE CAVALARIA MECANIZADO,,
160126,11.BATALHAO DE INFANTARIA DE MONTANHA,,
160127,4 GRUPO DE ARTILHARIA ANTIAEREA,,
160128,13 CIRCUNSCRICAO DE SERVICO MILITAR,,
160129,ESCOLA DE SARGENTOS DAS ARMAS,,
160130,36 BATALHAO DE INFANTARIA MOTORIZADO,,
160131,17 REGIMENTO DE CAVALARIA MECANIZADO,,
160132,9 BATALHAO DE ENGENHARIA DE COMBATE,,
160133,10 REGIMENTO DE CAVALARIA MECANIZADO,,
160134,CENTRO DE INSTRUÇAO DE OPERAÇOES ESPECIAIS,,
160136,18 BATALHAO LOGISTICO,,
160139,HOSPITAL DE GUARNICAO DE JOAO PESSOA,,
160140,COMANDO DA 9A.REGIAO MILITAR,,
160141,COMISSAO DE OBRAS DO 3º GRUPTO DE ENGENHARIA,,
160142,9.BATALHAO DE SUPRIMENTO,,
160143,HOSPITAL MILITAR DE AREA DE CAMPO GRANDE,,
160144,3A.COMPANHIA DE FRONTEIRA E FORTE COIMBRA,,
160145,17 BATALHAO DE FRONTEIRA,,
160146,COMANDO DA 18 BRIGADA DE INF FRONTEIRA,,
160147,47 BATALHAO DE INFANTARIA,,
160148,BASE DE ADMINISTRAÇÃO E APOIO DO CMP,,
160149,COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA,,
160150,4 COMPANHIA DE ENGENHARIA COMBATE MECANIZADA,,
160151,9 GRUPO DE ARTILHARIA DE CAMPANHA,,
160152,11 REGIMENTO DE CAVALARIA MECANIZADO,,
160153,2 COMPANHIA DE FRONTEIRA,,
160155,2  BATALHAO DE FRONTEIRA,,
160156,44 BATALHAO DE INFANTARIA MOTORIZADO,,
160157,9 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160158,COMANDO 13  BDA DE INFANTARIA MOTORIZADA,,
160159,18 GRUPO DE ARTILHARIA DE CAMPANHA,,
160160,51 BATALHAO DE INFANTARIA DE SELVA,,
160161,2 BATALHAO DE INFANTARIA DE SELVA,,
160162,28 CIRCUNSCRICAO DE SERVICO MILITAR,,
160163,COMANDO DA 8 REGIAO MILITAR/8 DE,,
160165,8. DEPOSITO DE SUPRIMENTO,,
160166,HOSPITAL GERAL DE BELEM,,
160167,53 BATALHAO DE INFANTARIA DE SELVA,,
160168,HOSPITAL DA GUARNICAO DE MARABA,,
160169,52 BATALHAO DE INFANTARIA DE SELVA,,
160170,COMANDO 23 BRIGADA DE INFANTARIA DE SELVA,,
160171,8 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160172,16 REGIMENTO DE CAVALARIA MECANIZADO,,
160173,31 BATALHAO DE INFANTARIA MOTORIZADO,,
160174,15 BATALHAO DE INFANTARIA MOTORIZADO,,
160175,23 CIRCUNSCRICAO DE SERVICO MILITAR,,
160176,COMANDO 1 GRUPAMENTO DE ENGENHARIA,,
160177,71 BATALHAO DE INFANTARIA MOTORIZADO,,
160178,14 BATALHAO DE INFANTARIA MOTORIZADO,,
160179,3 DIVISAO DE LEVANTAMENTO,,
160180,4 BATALHAO DE POLICIA DO EXERCITO,,
160181,7 GRUPO DE ARTILHARIA DE CAMPANHA,,
160182,7ª COMPANHIA DE COMUNICAÇÓES,,
160183,72 BATALHAO DE INFANTARIA MOTORIZADO,,
160184,10 ESQUADRAO DE CAVALARIA MECANIZADO,,
160185,14 BATALHAO LOGISTICO,,
160187,21 CIRCUNSCRICAO DE SERVICO MILITAR,,
160188,4 BATALHAO DE COMUNICACOES,,
160189,7  INSPETORIA DE CONTABILIDADE E FINANCAS,,
160193,COMANDO 10 BRIGADA DE INFANTARIA MOTORIZADA,,
160194,COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO,,
160195,COMANDO DO COMANDO MILITAR DO NORDESTE,,
160198,7.DEPOSITO DE SUPRIMENTO,,
160200,PARQUE REGIONAL DE MANUTENCAO/7,,
160201,COMISSAO REGIONAL DE OBRAS/7,,
160202,3 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160203,2 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160204,25 BATALHAO DE CACADORES,,
160205,26 CIRCUNSCRICAO DE SERVICO MILITAR,,
160206,30 BATALHAO DE INFANTARIA MOTORIZADO,,
160207,3º REGIMENTO DE CARROS DE COMBATE,,
160208,33 BATALHAO DE INFANTARIA MOTORIZADO,,
160209,COMANDO 15 BRIGADA DE INFANTARIA MOTORIZADA,,
160211,20 BATALHAO DE INFANTARIA BLINDADO,,
160212,27 BATALHAO LOGISTICO,,
160213,5 BATALHAO LOGISTICO,,
160214,5 COMPANHIA DE COMUNICACOES BLINDADA,,
160216,5 ESQUADRAO DE CAVALARIA MECANIZADA,,
160219,COMANDO 5 REGIAO MILITAR/5 DIVISAO  EXERCITO,,
160220,COMISSAO REGIONAL DE OBRAS/5,,
160222,5. BATALHAO DE SUPRIMENTO,,
160224,PARQUE REGIONAL DE MANUTENCAO/5,,
160226,34 BATALHAO DE INFANTARIA MOTORIZADO,,
160227,15ª COMPANHIA DE INFANTARIA MOTORIZADA,,
160228,26 GRUPO DE ARTILHARIA DE CAMPANHA,,
160229,15 GRUPO DE ART DE CAMPANHA AUTOPROPULSADO,,
160230,15 COMPANHIA DE ENGENHARIA DE COMBATE,,
160232,13 BATALHAO DE INFANTARIA BLINDADO,,
160233,COMANDO 5º BRIGADA DE CAVALARIA BLINDADA,,
160234,5 REGIMENTO DE CARROS DE COMBATE,,
160236,56 BATALHAO DE INFANTARIA,,
160237,CENTRO DE AVALIAÇÃO DO EXERCITO,,
160238,BASE DE APOIO LOGÍSTICO DO EXÉRCITO,,
160239,CENTRO DE RECUPERACAO DE ITATIAIA,,
160240,9A. BATERIA DE ARTILHARIA ANTIAEREA,,
160241,ODONTOCLINICA CENTRAL DO EXÉRCITO,,
160244,COMANDO DE ARTILHARIA DIVISIONARIA DA 1 DE,,
160245,POLICLINICA MILITAR DE NITEROI,,
160246,DEPOSITO CENTRAL DE MUNICAO,,
160247,32 BATALHAO DE INFANTARIA MOTORIZADO,,
160249,ACADEMIA MILITAR DAS AGULHAS NEGRAS,,
160250,1 BATALHAO DE COMUNICACOES,,
160251,BATALHAO ESCOLA DE COMUNICACOES,,
160252,BATALHAO ESCOLA DE ENGENHARIA,,
160253,1 BATALHAO DE GUARDA,,
160255,1 BATALHAO DE POLICIA DO EXERCITO,,
160259,1 GRUPO DE ARTILHARIA ANTIAEREA,,
160260,1 GRUPO DE ARTILHARIA DE CAMPANHA DE SELVA,,
160261,1 INSPETORIA DE CONTABILIDADE E FINANCAS,,
160262,1 REGIMENTO DE CARROS DE COMBATE,,
160263,11 GRUPO DE ARTILHARIA DE CAMPANHA,,
160264,111 COMPANHIA DE APOIO DE MATERIAL BELICO,,
160265,15º REGIMENTO DE CAVALARIA MECANIZADO(ESCOLA),,
160268,2 CIRCUNSCRICAO DE SERVICO MILITAR,,
160270,2º REGIMENTO DE CAVALARIA DE GUARDAS,,
160272,21 GRUPO DE ARTILHARIA CAMPANHA,,
160278,5 DIVISAO DE LEVANTAMENTO,,
160283,PREFEITURA MILITAR DA ZONA SUL,,
160285,ARSENAL DE GUERRA DO RIO,,
160286,BATALHAO DE MANUTENCAO DE ARMAMENTO,,
160287,BIBLIOTECA DO EXERCITO,,
160288,CAMPO DE INSTRUCAO DE GERICINO,,
160289,CENTRO DE EST.DE PES.E FORTE DUQUE DE CAXIAS,,
160291,CENTRO TECNOLOGICO DO EXERCITO,,
160293,CMDO DA 1 BRIGADA DE ARTILHARIA ANTIAEREA,,
160295,CMDO GRUPAMENTO UNID.ESCOLA/9ª BDA INF MTZ,,
160297,COMANDO DA 1   DIVISAO DE  EXERCITO,,
160298,COMANDO DA 1 REGIAO MILITAR,,
160299,COMANDO DO COMANDO MILITAR DO LESTE,,
160301,COMISSAO REGIONAL DE OBRAS/1,,
160303,BASE DE ADMINISTRAÇÃO E APOIO DA 1 RM,,
160304,DEPOSITO CENTRAL DE ARMAMENTO,,
160307,1.DEPOSITO DE SUPRIMENTO,,
160311,ESCOLA DE APERFEICOAMENTO DE OFICIAIS,,
160312,ESCOLA DE ARTILHARIA DE COSTA E ANTIAEREA,,
160313,ESCOLA DE CMDO E ESTADO-MAIOR DO EXERCITO,,
160315,CENTRO DE CAP.FISIC.DO EXERCIT. FORT.SÃO JOAO,,
160317,ESCOLA DE INSTRUCAO ESPECIALIZADA,,
160318,ESCOLA DE SARGENTOS DE LOGISTICA,,
160319,ESCOLA DE SAUDE DO EXERCITO,,
160321,ESTABELECIMENTO CENTRAL DE TRANSPORTE,,
160322,HOSPITAL CENTRAL DO EXERCITO,,
160324,INSTITUTO DE BIOLOGIA DO EXERCITO,,
160327,INSTITUTO MILITAR DE ENGENHARIA,,
160328,LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO,,
160329,PARQUE REGIONAL DE MANUTENÇAO 1A REG. MILITAR,,
160332,POLICLINICA MILITAR DA PRAIA VERMELHA,,
160336,DIRETORIA DE FABRICAÇÃO,,
160338,1 ESQUADRAO DE CAVALARIA LEVE,,
160339,1 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160340,16 BATALHAO DE INFANTARIA MOTORIZADO,,
160341,17 GRUPO DE ARTILHARIA DE CAMPANHA,,
160342,24 CIRCUNSCRICAO DE SERVICO MILITAR,,
160343,7 BATALHAO DE ENGENHARIA DE COMBATE,,
160344,COMANDO 7 BRIGADA DE INFANTARIA MOTORIZADA,,
160345,HOSPITAL DE GUARNICAO DE NATAL,,
160347,31 CIRCUNSCRICAO DE SERVICO MILITAR,,
160348,5 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160349,COMANDO DA 17 BRIGADA DE INFANTARIA DE SELVA,,
160350,17A BASE LOGISTICA,,
160353,6 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160354,10 BATALHAO LOGISTICO,,
160355,10 CIRCUNSCRICAO DE SERVICO MILITAR,,
160356,12º BATALHAO DE ENG. DE COMBATE BLINDADO,,
160357,12 COMPANHIA DE COMUNICACOES MECANIZADA,,
160358,6 REGIMENTO DE CAVALARIA BLINDADO,,
160359,HOSPITAL DA GUARNICAO DE ALEGRETE,,
160360,6 BATALHAO DE COMUNICACAO,,
160361,25 GRUPO DE ARTILHARIA DE CAMPANHA,,
160362,3 BATALHAO LOGISTICO,,
160363,3 REGIMENTO DE CAVALARIA MECANIZADO,,
160364,COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA,,
160365,HOSPITAL DE GUARNICAO DE BAGE,,
160366,13 GRUPO DE ARTILHARIA DE CAMPANHA,,
160367,3 BATALHAO DE ENGENHARIA DE COMBATE,,
160368,3 BATALHAO DE SUPRIMENTO,,
160369,3 GRUPO DE ARTILHARIA ANTIAEREA,,
160372,COMANDO DE ARTILHARIA DIVISIONARIA/3 RM,,
160374,ARSENAL DE GUERRA GENERAL CAMARA,,
160375,27 GRUPO DE ARTILHARIA DE CAMPANHA,,
160376,1 REGIMENTO DE CAVALARIA MECANIZADO,,
160377,8 ESQUADRAO DE CAVALARIA MECANIZADO,,
160378,16. ESQUADRAO DE CAVALARIA MECANIZADA,,
160379,9 BATALHAO DE INFANTARIA MOTORIZADO,,
160380,COMANDO 8 BRIGADA DE INFANTARIA MOTORIZADA,,
160382,1 DIVISAO DE LEVANTAMENTO,,
160383,12 REGIMENTO DE CAVALARIA MECANIZADO,,
160384,18 BATALHAO DE INFANTARIA MOTORIZADO,,
160385,3 BATALHAO DE COMUNICACOES,,
160386,3 BATALHAO DE POLICIA DO EXERCITO,,
160387,3 INSPETORIA DE CONTABILIDADE E FINANCAS,,
160388,3 REGIMENTO DE CAVALARIA DE GUARDA,,
160389,8 BATALHAO LOGISTICO,,
160390,8 CIRCUNSCRICAO DE SERVICO MILITAR,,
160392,CMDO DA 3 REGIAO MILITAR,,
160395,COMANDO DO COMANDO MILITAR DO SUL,,
160396,COMISSAO REGIONAL DE OBRAS/3,,
160401,5 REGIMENTO DE CAVALARIA MECANIZADO,,
160402,6 BATALHAO DE ENGENHARIA DE COMBATE,,
160403,6 GRUPO DE ARTILHARIA DE CAMPANHA,,
160404,4 REGIMENTO DE CARRROS DE COMBATE,,
160406,13 COMPANHIA DEPOSITO ARMAMENTO E MUNICAO,,
160407,29 BATALHAO DE INFANTARIA BLINDADO,,
160410,4 BATALHAO LOGISTICO,,
160411,7 BATALHAO DE INFANTARIA BLINDADO,,
160413,CMDO 3 DIVISAO DE EXERCITO,,
160414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA,,
160415,DEPOSITO DE SUBSISTENCIA SANTA MARIA,,
160416,HOSPITAL DE GUARNICAO DE SANTA MARIA,,
160417,PARQUE REGIONAL DE MANUTENCAO/3,,
160418,19 REGIMENTO DE CAVALARIA MECANIZADO,,
160420,19 GRUPO DE ARTILHARIA DE CAMPANHA,,
160421,9 BATALHAO LOGISTICO,,
160422,COMANDO 1 BRIGADA DE CAVALARIA MECANIZADA,,
160423,HOSPITAL DE GUARNICAO DE SANTIAGO,,
160426,DEPOSITO DE SUBSISTENCIA SANTO ANGELO,,
160428,2 REGIMENTO DE CAVALARIA MECANIZADO,,
160429,13 COMPANHIA DE COMUNICACOES MECANIZADA,,
160430,9 REGIMENTO DE CAVALARIA BLINDADO,,
160431,4 REGIMENTO DE CAVALARIA BLINDADO,,
160433,19 BATALHAO DE INFANTARIA MOTORIZADO,,
160434,2 BATERIA DE ARTILHARIA ANTIAEREA,,
160435,7 REGIMENTO DE CAVALARIA MECANIZADO,,
160436,22 GRUPO DE ARTILHARIA DE CAMP.AUTOPROPULSADO,,
160437,8 REGIMENTO DE CAVALARIA MECANIZADO,,
160438,COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA,,
160440,23 BATALHAO DE INFANTARIA,,
160441,28 GRUPO DE ARTILHARIA DE CAMPANHA,,
160443,63 BATALHAO DE INFANTARIA,,
160444,COMANDO 14 BRIGADA INFANTARIA MOTORIZADA,,
160446,62 BATALHAO DE INFANTARIA,,
160447,10 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160448,5º BATALHAO DE ENGENHARIA DE COMBATE BLINDADO,,
160450,14 REGIMENTO DE CAVALARIA MECANIZADO,,
160453,19 CIRCUNSCRICAO DE SERVICO MILITAR,,
160454,28 BATALHAO DE CACADORES,,
160455,20 GRUPO DE ARTILHARIA DE CAMPANHA LEVE,,
160456,22 BATALHAO LOGISTICO LEVE,,
160457,BASE DE ADMINISTRACAO E APOIO DO IBIRAPUERA,,
160460,6 CIRCUNSCRICAO DE SERVICO MILITAR,,
160462,COMANDO DA 12 BRIG.DE INFANT.LEVE (AEROMOVEL),,
160466,COMANDO 11 BRIGADA INFANTARIA LEVE (GLO),,
160469,2º GRUPO DE ARTILHARIA DE CAMPANHA LEVE,,
160470,12 GRUPO DE ARTILHARIA DE CAMPANHA,,
160471,37º BATALHAO DE INFANTARIA LEVE,,
160472,5 BATALHAO DE INFANTARIA LEVE,,
160473,2 GRUPO DE ARTILHARIA ANTIAEREA,,
160474,4  BATALHAO DE INFANTARIA LEVE,,
160476,22.DEPOSITO DE SUPRIMENTO,,
160477,2 BATALHAO DE ENGENHARIA DE COMBATE,,
160478,13º REGIMENTO DE CAVALARIA MECANIZADO,,
160479,6 GRUPO DE LANCADORES MULTIPLOS DE FOG/CIF,,
160480,5 CIRCUNSCRICAO DE SERVICO MILITAR,,
160482,COMANDO/1A BRIGADA DE INFANTARIA DE SELVA,,
160484,2 BATALHAO DE POLICIA DO EXERCITO,,
160485,4 CIRCUNSCRICAO DE SERVICO MILITAR,,
160486,3 CENTRO DE TELEMATICA DE AREA,,
160488,COMANDO DA 2  REGIAO MILITAR,,
160491,COMISSAO REGIONAL DE OBRAS/2,,
160494,21.DEPOSITO DE SUPRIMENTO,,
160497,2 INSPETORIA DE CONTABILIDADE E FINANCAS,,
160498,2º BATALHAO DE INFANTARIA LEVE,,
160499,14 CIRCUNSCRICAO DE SERVICO MILITAR,,
160501,MUSEU HISTORICO DO EXERCITO FORTE COPACABANA,,
160512,20 REGIMENTO DE CAVALARIA BLINDADO,,
160513,PARQUE REGIONAL DE MANUTENCAO DA 9 RM,,
160514,COUDELARIA DE RINCAO,,
160515,COMANDO DA 2A BRIGADA DE INFANTARIA DE SELVA,,
160517,3 COMPANHIA DO 63 BATALHAO DE INFANTARIA,,
160518,BASE DE AVIACAO DE TAUBATE,,
160520,23 BATALHAO LOGISTICO DE SELVA,,
160521,2A COMPANHIA DE INFANTARIA,,
160522,28 BATALHAO LOGISITICO,,
160523,CENTRO DE PREP. DE OFICIAIS DA RESERVA DE BH,,
160524,15 BATALHAO LOGISTICO,,
160525,ESCOLA DE FORMACÃO COMPLEMENTAR DO EXERCITO,,
160526,3 COMPANHIA DE ENGENHARIA DE COMB. MECANIZADO,,
160528,BASE ADMINISTRATIVA DO C COM G E EX,,
160530,COMANDO DO COMANDO MILITAR DO OESTE,,
160531,ESCOLA DE APERFEICOAMENTO DE SARGENTOS,,
160536,61. BATALHAO DE INFANTARIA DE SELVA,,
160537,COMANDO DA 16A BRIGADA DE INFANTARIA DE SELVA,,
160545,HOSPITAL DE GUARN. DE S. GABRIEL DA CACHOEIRA,,
160547,22 BATALHAO DE INFANTARIA,,
160548,COMANDO DE OPERACOES TERRESTRES - UG,,
164204,FUNDACAO OSORIO,,
167001,7 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167003,20 CIRCUNSCRICAO DE SERVICO MILITAR,,
167004,59  BATALHAO DE INFANTARIA MOTORIZADO,,
167005,54 BATALHAO DE INFANTARIA DE SELVA,,
167006,1 BATALHAO DE INFANTARIA DE SELVA (AEROMOVEL),,
167008,CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA,,
167009,12 INSPETORIA DE CONTAB.FINANCAS DO EXERCITO,,
167010,29 CIRCUNSCRICAO DE SERVICO MILITAR,,
167012,CENTRO DE INSTRUCAO DE GUERRA NA SELVA,,
167014,COMANDO 12 REGIAO MILITAR,,
167015,COMANDO 2 GRUPAMENTO ENGENHARIA,,
167016,COMANDO DO COMANDO MILITAR DA AMAZONIA,,
167017,COMISSAO REGIONAL DE OBRAS/12,,
167018,12. BATALHAO DE SUPRIMENTO,,
167019,HOSPITAL DE GUARNICAO DE TABATINGA,,
167021,PARQUE REGIONAL DE MANUTENCAO/12,,
167022,21  COMPANHIA DE ENGENHARIA DE CONSTRUÇÃO,,
167023,10. COMPANHIA DE ENGENHARIA DE COMBATE,,
167024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS,,
167027,4 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
167028,35 BATALHAO DE INFANTARIA,,
167029,18 CIRCUNSCRICAO DE SERVICO MILITAR,,
167030,1 COMPANHIA DE INFANTARIA,,
