UG_COD,UG_DESC,UF,REGIÃO
183038,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,,
183044,ESCRITÓRIO DE DIFUSÃO REGIONAL NORDESTE,,
185001,INSTITUTO BRASILEIRO DE TURISMO,,
193002,DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS,,
193099,IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,,
194005,COORDENAÇÃO REGIONAL ALTO PURUS,,
194151,FUNAI-DIRETORIA DE PROTEÇÃO TERRITORIAL,,
194152,FUNAI-DIRETORIA DE PROM. AO DESENV. SUSTENT.,,
195001,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195002,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195003,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195004,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195005,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195006,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195011,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195012,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
195015,CIA DE DESENV.DOS VALES DO S.FRANC.E PARNAIBA,,
200005,COORDENACAO-GERAL DE LOGISTICA-CGL,,
200045,PROCURADORIA REGIONAL DA REPUBLICA-2A.REGIAO,,
200100,SECRETARIA DE ADMINISTRACAO MIN. PUBLICO FED.,,
200108,PROCURADORIA REGIONAL DO TRABALHO-18A.REGIAO,,
200109,DEPTO.DE POLICIA RODOVIARIA FEDERAL,,
200111,19A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200112,16A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200113,11A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200114,10A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200115,4A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200116,5A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200117,6A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200118,7A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200119,9A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200120,2A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200121,1A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200122,14A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200123,15A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200124,18A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200125,8A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200126,12A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200127,17A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200128,3A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200129,13A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200131,21A.SUPERINTEND.DE POLICIA RODOVIARIA FEDERAL,,
200140,DEFENSORIA PUBLICA DA UNIAO,,
200200,DEPARTAMENTO DE ADM.DA PROC.GERAL DO TRABALHO,,
200202,PROCURADORIA REGIONAL DO TRABALHO-19A.REGIAO,,
200203,PROCURADORIA REGIONAL DO TRABALHO 20A.REGIAO,,
200204,PROCURADORIA REGIONAL DA REPUBLICA 3A.REGIAO,,
200207,PROCURADORIA REGIONAL DA REPUBLICA-5A.REGIAO,,
200208,PROCURADORIA REGIONAL DA REPUBLICA-1A. REGIAO,,
200232,5. DISTRITO REGIONAL DO DPRF,,
200233,4.DISTRITO REGIONAL DO DPRF,,
200234,ESCOLA SUPERIOR DO MINIST. PUBLICO DA UNIAO,,
200242,FORÇA NACIONAL DE SEGURANÇA PÚBLICA,,
200244,CAIXA ECONOMICA FEDERAL - ANCINE,,
200246,FUNDO NACIONAL ANTIDROGAS,,
200248,SECRETARIA EXTRAORD. DE SEG.P/GRANDES EVENTOS,,
200321,CEF - DEPARTAMENTO PENITENCIARIO NACIONAL-MJ,,
200323,DEPEN/DIRETORIA DO SISTEMA PENITENC. FEDERAL,,
200324,DEPEN/DIRETORIA DE POLITICAS PENITENCIARIAS,,
200329,CEF - SENASP/MJ,,
200330,SECRETARIA NACIONAL DE SEG. PÚBLICA - SENASP,,
200331,SECRETARIA NACIONAL DE SEGURANCA PUBLICA,,
200333,DEPARTAMENTO PENITENCIARIO NACIONAL,,
200334,COORDENACAO DE ADMINISTRACAO-COAD/DLOG/DPF,,
200340,ACADEMIA NACIONAL DE POLICIA,,
200342,COORDENACAO DE TECNOLOGIA DA INFORMACAO,,
200362,DELEGACIA DE POLICIA FEDERAL EM SANTOS,,
200366,DELEGACIA DE POLICIA FEDERAL EM FOZ DO IGUAÇU,,
200368,DELEGACIA DE POLICIA FEDERAL EM LONDRINA,,
200400,SECRETARIA NACIONAL DO CONSUMIDOR - SENACON,,
200401,SECRETARIA NACIONAL DO CONSUMIDOR - SENACON,,
200406,DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF,,
200416,DELEGACIA DE POLICIA FEDERAL EM CAMPINAS,,
201013,COORDENACAO DE EXECUCAO ORC. E FINANCEIRA,,
201046,PROG.DE MODER.DE INSTR. SIST.DE GESTAO DA APF,,
203001,AGENCIA ESPACIAL BRASILEIRA/AEB,,
203003,AGENCIA NACIONAL DO CINEMA,,
238012,SECRETARIA DE POLIT. DE PROM.DA IGUALD.RACIAL,,
240001,1A.COMISSAO BRASILEIRA DEMARCADORA DE LIMITES,,
240002,2A.COMISSAO BRASILEIRA DEMARCADORA DE LIMITES,,
240010,DEPARTAMENTO DE COMUNICACAO E DOCUMENTACAO,,
240013,DIVISAO DE SERVICOS GERAIS - MRE,,
240016,INSTITUTO RIO-BRANCO,,
240017,ESCRITORIO FINANCEIRO EM NOVA IORQUE,,
240025,AGENCIA BRASILEIRA DE COOPERACAO - ABC,,
240027,ESCRITORIO DE REPRES. NA REG.NORDESTE-ERENE,,
240034,EMBAIXADA DO BRASIL EM TOQUIO,,
240035,EMBAIXADA DO BRASIL EM LONDRES,,
240036,EMBAIXADA DO BRASIL EM PRETORIA,,
240037,EMBAIXADA DO BRASIL BUENOS AIRES,,
240038,CONSULADO GERAL EM NOVA IORQUE,,
240043,CONSULADO-GERAL EM BUENOS AIRES,,
240044,CONSULADO-GERAL DO BRASIL EM MIAMI,,
240045,CONSULADO-GERAL DO BRASIL EM TÓQUIO,,
240046,EMBAIXADA DO BRASIL EM SANTIAGO,,
240047,CONSULADO-GERAL EM LONDRES,,
240050,CONSULADO DO BRASIL EM HOUSTON,,
240052,CONSULADO-GERAL EM CHICAGO,,
240053,CONSULADO-GERAL DO BRASIL EM BOSTON,,
240054,CONSULADO-GERAL DO BRASIL EM SAO FRANCISCO,,
240055,ESCRITORIO FINANCEIRO EM NEW YORK,,
240056,EMBAIXADA DO BRASIL EM MADRI,,
240057,CONSULADO GERAL DO BRASIL EM MADRI,,
240060,EMBAIXADA DO BRASIL NA HAIA,,
240061,EMBAIXADA DO BRASIL EM BRUXELAS,,
240062,CONSULADO-GERAL DO BRASIL EM BARCELONA,,
240063,DELEGAÇÃO - BRASIL JUNTO A UNIÃO EUROPEIA-MRE,,
240064,EMBAIXADA DO BRASIL EM OTTAWA,,
240065,MISSÃO DO BRASIL JUNTO A OEA - WASHINGTON-MRE,,
240066,CONSULADO-GERAL DO BRASIL EM ATLANTA,,
240067,CONSULADO-GERAL DO BRASIL EM LOS ANGELES,,
240068,CONSULADO-GERAL DO BRASIL EM ROTERDÃ,,
240070,CONSULADO-GERAL DO BRASIL EM BRUXELAS,,
240073,CONSULADO-GERAL EM NAGOIA,,
240075,EMBAIXADA DO BRASIL EM PARIS,,
240077,CONSULADO-GERAL DO BRASIL EM ROMA,,
240078,CONSULADO-GERAL DO BRASIL EM WASHINGTON,,
240079,REPRESENTACAO DO BRASIL/MRE JUNTO À FAO,,
240080,EMBAIXADA DO BRASIL EM ASSUNCAO,,
240082,EMBAIXADA DO BRASIL NO VATICANO,,
240083,CONSULADO-GERAL DO BRASIL EM ASSUNCAO,,
240084,ESCRITORIO DE REPRESENTACAO NO RIO G. DO SUL,,
240085,EMBAIXADA DO BRASIL EM ROMA,,
240086,CONSULADO-GERAL EM PARIS,,
240087,EMBAIXADA DO BRASIL EM WASHINGTON,,
240088,DELEGACAO DO BRASIL/MRE JUNTO À CPLP,,
240089,EMBAIXADA DO BRASIL EM LISBOA,,
240090,DELEGACAO DO BRASIL/MRE JUNTO À ONU,,
240091,EMBAIXADA DO BRASIL EM BERLIM,,
240092,EMBAIXADA DO BRASIL EM PRAGA,,
240093,EMBAIXADA DO BRASIL EM VARSÓVIA,,
240094,CONSULADO-GERAL DO BRASIL EM PORTO,,
240095,CONSULADO-GERAL DO BRASIL EM MUNIQUE,,
240096,CONSULADO-GERAL DO BRASIL EM MONTEVIDÉU,,
240097,CONSULADO-GERAL DO BRASIL EM FARO,,
240098,EMBAIXADA DO BRASIL EM MONTEVIDÉU,,
240099,DELEGAÇÃO DO BRASIL JUNTO À ALADI/ MERCOSUL,,
240100,REP.DO BRASIL JUNTO À DESARM EM GENEBRA,,
240101,COORDENACAO-GERAL DE RECURSOS LOGISTICOS,,
240104,INSTITUTO NACIONAL DE TECNOLOGIA - INT,,
240105,INSTIT.NACIONAL DE PESQUISA DA AMAZONIA - MCT,,
240106,INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT,,
240107,INSTIT.NAC.DE PESQUISAS ESPACIAIS-NATAL - MCT,,
240108,INSTIT.NAC.PESQUISAS ESPACIAIS-C.PAULISTA-MCT,,
240114,INSTITUTO NACIONAL DO SEMIARIDO - INSA,,
240115,SECRETARIA DE DESENVOLV. TECNOLOG. E INOVACAO,,
240118,SECRETARIA DE CIENCIA E TECNOL.P/ INCL.SOCIAL,,
240120,CENTRO BRASILEIRO DE PESQUISAS FISICAS,,
240121,INST.BRAS.DE INFORM. EM CIENCIA E TECNOLOGIA,,
240123,LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA,,
240124,MUSEU DE ASTRONOMIA E CIENCIAS AFINS,,
240126,OBSERVATORIO NACIONAL,,
240127,CENTRO DE TECNOLOGIA MINERAL,,
240128,LABORATORIO NACIONAL DE ASTROFISICA,,
240129,CENTRO DE TECN. DA INF. RENATO ARCHER - CTI,,
240137,CENTRO DE TECNOLOGIAS ESTRATEG. DO NORDESTE,,
240140,REPRESENTACAO REGIONAL DO MCT NO NORDESTE,,
240213,CONSULADO-GERAL DO BRASIL EM GENEBRA,,
240214,DEL.DO BRASIL JUNTO À ORG.MUNDIAL DO COMÉRCIO,,
240215,CONSULADO-GERAL DO BRASIL EM ZURIQUE,,
240216,EMBAIXADA DO BRASIL NO MÉXICO,,
240217,EMBAIXADA DO BRASIL EM BOGOTÁ,,
240218,EMBAIXADA DO BRASIL EM BERNA,,
240220,DELEGAÇÃO PERMANENTE EM GENEBRA,,
240221,EMBAIXADA DO BRASIL EM BUDAPESTE,,
240222,CONSULADO -GERAL DO BRASIL NO MÉXICO,,
240223,EMBAIXADA DO BRASIL EM VIENA,,
240224,CENTRO NAC.DE MONIT.E ALERT.DE DESASTRES NATU,,
240901,FUNDO NAC.DE DESENV. CIENTIFICO E TECNOLOGICO,,
243001,INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI,,
244001,FUNDACAO ALEXANDRE DE GUSMAO,,
245209,CENTRO NAC DE TECN ELETRONICA AVANCADA S/A,,
250005,DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG,,
250042,HOSPITAL FEDERAL DE BONSUCESSO,,
250057,INST. NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA,,
250059,INSTITUTO NACIONAL DE CARDIOLOGIA,,
250061,HOSPITAL FEDERAL DOS SERVIDORES DO ESTADO,,
250103,HOSPITAL FEDERAL DE IPANEMA,,
250104,HOSPITAL FEDERAL CARDOSO FONTES,,
250105,HOSPITAL FEDERAL DA LAGOA,,
250106,HOSPITAL FEDERAL DO ANDARAI,,
250107,CEF-PROGRAMAS DO MINISTERIO DA SAUDE,,
250110,COORDENACAO-GERAL DE MATERIAL E PATRIMONIO,,
253002,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,
253003,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,,
254420,FUNDACAO OSWALDO CRUZ,,
254421,CENTRO DE PESQUISAS AGGEU MAGALHAES,,
254422,CENTRO DE PESQUISAS GONCALO MUNIZ,,
254423,CENTRO DE PESQUISAS RENE RACHOU,,
254445,INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS,,
254446,INSTITUTO DE TECNOLOGIA EM FARMACOS,,
254447,INSTITUTO FERNANDES FIGUEIRA,,
254448,INSTITUTO NAC. DE CONTROLE E QUALID. EM SAUDE,,
254450,ESCOLA NAC. DE SAUDE PÚBLICA SÉRGIO AROUCA,,
254462,DIRETORIA DE ADMINISTRACAO DO CAMPUS-DIRAC,,
254463,INSTITUTO OSWALDO CRUZ,,
254474,CENTRO DE PESQUISA LEONIDAS MARIA DEANE,,
254488,CASA DE OSWALDO CRUZ,,
257001,DIRETORIA EXECUTIVA DO FUNDO NAC. DE SAUDE,,
257003,INSTITUTO EVANDRO CHAGAS,,
257005,CENTRO NACIONAL DE PRIMATAS,,
275057,CIA.BRASILEIRA DE TRENS URBANOS-STU/REC,,
275066,CIA.BRASILEIRA DE TRENS URBANOS-STU/NAT,,
275068,CIA.BRASILEIRA DE TRENS URBANOS-ADM.CENTRAL,,
275078,CIA.BRASILEIRA DE TRENS URBANOS-STU/MAC,,
275079,CIA.BRASILEIRA DE TRENS URBANOS-STU/JOP,,
277001,DEPARTAMENTO DO FUNDO DA MARINHA MERCANTE,,
280101,COORDENACAO-GERAL DE RECURSOS LOGISTICOS,,
303001,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,,
320004,COORDENACAO GERAL DE RECURSOS LOGISTICOS-CGRL,,
320013,SECRETARIA DE ENERGIA ELETRICA,,
320060,PROJETO META/SECRETARIA EXECUTIVA,,
323002,DEPARTAMENTO NAC. DE PRODUCAO MINERAL - SEDE,,
323028,AGENCIA NACIONAL DE ENERGIA ELETRICA,,
323030,AG. NAC.DO PETROLEO GAS NAT.E BIOCOM,,
323031,ESCRITORIO CENTRAL DA ANP,,
325001,EMPRESA DE PESQUISA ENERGETICA,,
330005,COORD.GERAL DE LOGÍSTICA E SERV. GERAIS MPS,,
330013,FUNDO NACIONAL DE ASSISTENCIA SOCIAL,,
333005,COORDENAÇÃO GERAL DE PATRIMONIO E LOGISTICA,,
340029,SEC. DA CIDADANIA E DA DIVERS. CULTURAL/FNC,,
340033,SECRETARIA DO AUDIOVISUAL/FNC,,
340034,SECRET. DE FOMENTO E INCENT. A CULTURA/FNC,,
340042,DIRET.DE PROG.ESPEC.DE INFRAESTRUT.CULTURAL,,
343026,IPHAN,,
343027,MUSEU DE BIOLOGIA MELLO LEITAO,,
343030,CENTRO NACIONAL DE FOLCLORE E CULTURA POPULAR,,
344001,FUNDACAO CASA DE RUI BARBOSA,,
344002,FUNDACAO JOAQUIM NABUCO,,
344041,FCP-FUNDACAO CULTURAL PALMARES,,
344042,FUNDAÇÃO BIBLIOTECA NACIONAL,,
364102,CONSELHO NAC DE DESENV CIENT E TECNOLOGICO,,
366003,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,,
373037,SUPERINTENDENCIA REGIONAL DE SANTAREM - SR-30,,
373042,PROJETO FUNDIARIO BACABAL,,
373046,SUPERINTEND.ESTADUAL DO R.G.NORTE-INCRA/SR-19,,
373050,SUPERINT.REGIONAL MEDIO SAO FRANCISCO-SR(29),,
373055,SUPERINTEND.ESTADUAL DE M.GERAIS-INCRA/SR-06,,
373057,SUPERINTEND.ESTADUAL DO E.SANTO-INCRA/SR-20,,
373058,SUPERINT.ESTADUAL DE M.G.DO SUL-INCRA/SR-16,,
373062,SUPERINTEND.ESTADUAL DO R.JANEIRO-INCRA/SR-07,,
373063,UNIDADE AVANCADA DE XINGU,,
373070,SUPERINT.ESTADUAL DE S.CATARINA-INCRA/SR-10,,
373072,SUPERINT.ESTADUAL DO R.G.DO SUL-INCRA/SR-11,,
373073,SUPERINTEND.ESTADUAL DE M.GROSSO-INCRA/SR-13,,
373075,PROJETO FUNDIARIO VALE DO ARAGUAIA,,
380001,SECRETARIA NACIONAL DE ECONOMIA SOLIDARIA,,
380018,COORDENACAO-GERAL DE REC. LOGISTICOS-CGRL/MTE,,
380908,SECRETARIA DE POLITICAS PUBLICAS DE EMPREGO,,
380918,COORDENACAO-GERAL DE REC. LOGISTICOS-CGRL/MTE,,
390004,COORDENACAO GERAL E RECURSOS LOGISTICOS,,
390015,REDE FERROVIARIA FEDERAL S.A- INVENTARIANCA,,
390022,DNIT-PREMEF-BIRD 7383,,
393001,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,,
393003,DEPART. NAC. DE INFRA-ESTRUTURA DE TRANSPORTE,,
393090,UNIDADE REGIONAL DO CEARÁ - ANTT,,
393091,UNIDADE REGIONAL DO MARANHÃO - ANTT,,
395001,EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL,,
403201,FUNDACAO NACIONAL DE ARTES,,
410003,COORDENACAO GERAL DE RECURSOS LOGISTICOS,,
410007,FUNDO P/O DESENV.TECNOL.DAS TELECOMUNICACOES,,
410049,FUNTTEL/FINEP - AGENTE FINANCEIRO DO FUNTTEL,,
413001,AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE,,
420001,COORD.GERAL DE EXEC. ORCAMENTARIA E FINANCEIR,,
420013,SECRETARIA DE DESENV.AGROPECUARIO E COOPERAT.,,
420014,SECRET. DE FOMENTO E INCENTIVO A CULTURA/MINC,,
420017,ASSESSORIA DE COMUNICACAO SOCIAL,,
420020,COORDENACAO GERAL DE TECNOLOGIA DA INFORMACAO,,
420029,SEC. DA CIDADANIA E DA DIVERS. CULTURAL,,
420036,CENTRO TECNICO AUDIOVISUAL,,
420044,DIRET.DE PROG.ESPEC.DE INFRAESTRUT. CULTURAL,,
420045,CAIXA ECONOMICA FEDERAL - PAC/PRAÇAS/MINC,,
423002,IBRAM - SEDE,,
440040,SECRET.EXTRATIVISMO DESENV.RURAL SUSTENTAVEL,,
440068,PROJETO CORREDORES ECOLOGICOS - KFW,,
440075,SERVICO FLORESTAL BRASILEIRO,,
440078,DEP.REVITALIZACAO BACIAS HIDROGRAFICAS - DRBH,,
443001,AGENCIA NACIONAL DE AGUAS - GEEFI/SAF/ANA,,
443002,GESTAO RECURSOS HIDRICOS,,
443024,FUNDO NACIONAL DO MEIO AMBIENTE,,
443033,INSTITUTO CHICO MENDES - SEDE,,
443034,INST.CHICO MENDES DE CONS. DA BIO. - CABEDELO,,
443035,INST.CHICO MENDES DE CONS. DA BIO.- ATIBAIA,,
443036,INST.CHICO MENDES DE CONS. DA BIO.TERESOPOLIS,,
443043,INST.CHICO MENDES DE CONS. DA BIO.- AREMBEPE,,
443048,INST.CHICO MENDES DE CONSER. BIO - FOZ IGUAÇU,,
447156,ICMBIO - GEF-CERRADO,,
490009,SECRETARIA DE REORDENAMENTO AGRARIO,,
490011,MIN. DESENV. AGRARIO-ADMINISTRACAO DIRETA,,
490012,MIN. DO DESENVOLVIMENTO AGRARIO - CEF - SAF,,
490050,MINISTERIO DO DESENV. AGRÁRIO - SRA - CEF,,
495110,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495130,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495250,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495260,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495300,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495350,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495370,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495400,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495500,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495550,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495600,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495650,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495710,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
510030,GERÊNCIA EXECUTIVA TERESINA,,
510080,GERÊNCIA EXECUTIVA ARACAJU,,
510120,GERÊNCIA EXECUTIVA BELÉM,,
510135,GERÊNCIA EXECUTIVA MACAPÁ,,
510170,GERÊNCIA EXECUTIVA FLORIANÓPOLIS,,
510178,SUPERINTENDÊNCIA REGIONAL SUDESTE I,,
510180,SUPERINTENDÊNCIA REGIONAL SUDESTE II,,
510181,SUPERINTENDÊNCIA REGIONAL SUL,,
510188,GERÊNCIA EXECUTIVA CRICIÚMA,,
510190,GERÊNCIA EXECUTIVA BLUMENAU,,
510193,GERÊNCIA EXECUTIVA JOINVILLE,,
510280,GERÊNCIA EXECUTIVA CAMPO GRANDE,,
510297,GERÊNCIA EXECUTIVA DOURADOS,,
510350,GERÊNCIA EXECUTIVA VITÓRIA,,
510405,GERÊNCIA EXECUTIVA GOIÂNIA,,
510421,GERÊNCIA EXECUTIVA ANÁPOLIS,,
510510,GERÊNCIA EXECUTIVA JOÃO PESSOA,,
510525,GERÊNCIA EXECUTIVA CAMPINA GRANDE,,
510677,SUPERINTENDÊNCIA REGIONAL NORDESTE,,
510678,SUPERINTENDÊNCIA REGIONAL NORTE/CENTRO-OESTE,,
510685,GERÊNCIA EXECUTIVA PONTA GROSSA,,
510686,GERÊNCIA EXECUTIVA LONDRINA,,
510695,GERÊNCIA EXECUTIVA MARINGÁ,,
510699,GERÊNCIA EXECUTIVA CASCAVEL,,
510760,GERÊNCIA EXECUTIVA NATAL,,
510776,GERÊNCIA EXECUTIVA MOSSORÓ,,
510830,GERÊNCIA EXECUTIVA JUAZEIRO DO NORTE,,
510831,GERÊNCIA EXECUTIVA SOBRAL,,
510907,GERÊNCIA EXECUTIVA CAXIAS DO SUL,,
510909,GERÊNCIA EXECUTIVA NOVO HAMBURGO,,
510910,GERÊNCIA EXECUTIVA PELOTAS,,
510913,GERÊNCIA EXECUTIVA SANTA MARIA,,
510921,GERÊNCIA EXECUTIVA CANOAS,,
510923,GERÊNCIA EXECUTIVA URUGUAIANA,,
511080,GERÊNCIA EXECUTIVA CUIABÁ,,
511135,GERÊNCIA EXECUTIVA MACEIÓ,,
511195,GERÊNCIA EXECUTIVA PETROLINA,,
511199,GERÊNCIA EXECUTIVA CARUARU,,
511206,GERÊNCIA EXECUTIVA GARANHUNS,,
511270,GERÊNCIA EXECUTIVA SÃO LUÍS,,
511286,GERÊNCIA EXECUTIVA IMPERATRIZ,,
511328,GERÊNCIA EXECUTIVA SÃO PAULO-NORTE,,
511339,GERÊNCIA EXECUTIVA SÃO PAULO-SUL,,
511341,GERÊNCIA EXECUTIVA SÃO PAULO-LESTE,,
511393,GERÊNCIA EXECUTIVA TAUBATÉ,,
511397,GERÊNCIA EXECUTIVA OSASCO,,
511401,GERÊNCIA EXECUTIVA PIRACICABA,,
511413,GERÊNCIA EXECUTIVA SOROCABA,,
511417,GERÊNCIA EXECUTIVA PRESIDENTE PRUDENTE,,
511423,GERÊNCIA EXECUTIVA SÃO JOSÉ DOS CAMPOS,,
511425,GERÊNCIA EXECUTIVA JUNDIAÍ,,
511446,GERÊNCIA EXECUTIVA SANTOS,,
511656,GERÊNCIA EXECUTIVA SANTO ANTÔNIO DE JESUS,,
511669,GERÊNCIA EXECUTIVA BARREIRAS,,
511673,GERÊNCIA EXECUTIVA VITÓRIA DA CONQUISTA,,
511674,GERÊNCIA EXECUTIVA ITABUNA,,
511679,GERÊNCIA EXECUTIVA JUAZEIRO,,
511682,GERÊNCIA EXECUTIVA FEIRA DE SANTANA,,
511770,GERÊNCIA EXECUTIVA BELO HORIZONTE,,
511792,GERÊNCIA EXECUTIVA DIAMANTINA,,
511828,GERÊNCIA EXECUTIVA UBERABA,,
511829,GERÊNCIA EXECUTIVA BARBACENA,,
511842,GERÊNCIA EXECUTIVA GOVERNADOR VALADARES,,
511843,GERÊNCIA EXECUTIVA MONTES CLAROS,,
511845,GERÊNCIA EXECUTIVA CONTAGEM,,
511851,GERÊNCIA EXECUTIVA OURO PRETO,,
511853,GERÊNCIA EXECUTIVA POÇOS DE CALDAS,,
511857,GERÊNCIA EXECUTIVA TEÓFILO OTONI,,
512006,COORDENAÇÃO-GERAL DE LICITAÇÕES E CONTRATOS,,
512082,GERÊNCIA EXECUTIVA CAMPOS DOS GOYTACAZES,,
512086,GERÊNCIA EXECUTIVA PETRÓPOLIS,,
512087,GERÊNCIA EXECUTIVA DUQUE DE CAXIAS,,
530012,SECRETARIA NACIONAL DE DEFESA CIVIL - SEDEC,,
530013,SECRETARIA DE INFRA-ESTRUTURA HIDRICA - SIH,,
530020,CAIXA ECONOMICA FEDERAL - MI,,
530022,SECRETARIA NACIONAL DE IRRIGACAO,,
530023,SECRETARIA DE DESENVOLVIMENTO REGIONAL,,
533013,SUPERINTEND. DO DESENVOLVIMENTO DA AMAZONIA,,
533014,SUPERINTENDENCIA DO DESENVOLV. DO NORDESTE,,
533018,SUPERINT. DO DESENVOLVIMENTO DO CENTRO-OESTE,,
540004,COORDENACAO-GERAL DE RECURSOS LOGISTICOS-CGRL,,
540007,CEF/MINISTERIO DO TURISMO/MTUR,,
550005,COORDENACAO GERAL DE LOGISTICA E ADM/M.D.S.,,
550008,SECRETARIA NACIONAL DE SEG.ALIM E NUTRICIONAL,,
550013,PROJETO DE OPERACIONALIZ. DOS PROGRAMAS SESAN,,
550015,PROJETO DE OPERACION. DOS PROGRAMAS DA SNAS,,
550020,PROJ. DE OPERAC. DOS PROGRAMAS SESAN/BNB,,
560008,SECRETARIA NAC.DE ACESS.PROG.URBANOS MCIDADES,,
560010,COORDENACAO-GERAL DE RECURSOS LOGISTICOS,,
560018,CAIXA ECONOMICA FEDERAL - FNHIS,,
590003,CONSELHO NACIONAL DO MINISTÉRIO PÚBLICO,,
613000,COMISSAO DE PROMOCOES DE OFICIAIS,,
620000,ESTADO-MAIOR DA ARMADA,,
621000,ESCOLA DE GUERRA NAVAL,,
623000,CENTRO DE ANALISES DE SISTEMAS NAVAIS,,
631000,COMANDO DO MATERIAL DE FUZILEIROS NAVAIS,,
631050,BATALHAO NAVAL,,
632100,CENTRO DE INSTRUCAO ALTE. SYLVIO DE CAMARGO,,
632200,CENTRO INST.ALMIRANTE MILCIADES PORTELA ALVES,,
632300,CENTRO DE AVALIAÇÃO DA ILHA DA MARAMBAIA,,
632400,CENTRO DE EDUCAÇÃO FÍSICA ALTE ADALBE. NUNES,,
641002,AMRJ OMPS - I APOIO DE BASE,,
643000,DIRETORIA DE AERONAUTICA DA MARINHA,,
644000,DIRETORIA DE SISTEMAS DE ARMAS DA MARINHA,,
646000,DIRETORIA DE OBRAS CIVIS DA MARINHA,,
649000,DIR. DE COMUNIC. E TECNOLOGIA DA INF. MARINHA,,
651200,GRUPAMENTO DE NAVIOS HIDROCEANOGRAFICOS,,
651212,BASE DE HIDROGRAFIA DA MARINHA EM NITEROI,,
651500,CENTRO DE SINALIZAÇÃO NAUTICA ALM.MORAES REGO,,
660000,DIRETORIA-GERAL DO PESSOAL DA MARINHA,,
662000,DIRETORIA DE ENSINO DA MARINHA,,
662200,CENTRO DE INSTRUCAO ALMIRANTE WANDENKOLK,,
662300,COLEGIO NAVAL,,
662400,ESCOLA NAVAL,,
