UG_COD,UG_COD_DESC,UF,REGIÃO
154999,154999 - CAPES - DIFERENCA CAMBIAL,,
155001,155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE,,
155002,155002 - FUNDO DE FINANC. AO ESTUDANTE DO ENS.SUPERIOR,,
155007,155007 - EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,,
155008,155008 - EBSERH - HOSPITAL UNIVERSITÁRIO DO PIAUÍ,,
155009,155009 - EBSERH - HOSPITAL UNIVERSITÁRIO DE BRASILIA,,
158009,158009 - INSTITUTO FEDERAL DO PARANA,,
158092,158092 - UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA,,
158099,"158099 - INST.FED.DE EDUC.,CIENC.E TEC.DO TRIA.MINEIRO",,
158121,"158121 - INST.FED.DE EDUC.,CIENC.E TEC.DO NORTE DE MG",,
158122,"158122 - INST.FED.DE EDUC.,CIENC.E TEC.DE MINAS GERAIS",,
158123,158123 - INST FED EDUC CIENCIA TECNOL SUDESTE MG,,
158124,158124 - IF GOIANO,,
158125,158125 - INST. FED. CATARINENSE/REITORIA,,
158126,"158126 - INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE",,
158127,"158127 - INST.FED.DE EDUC.,CIENC.E TEC.FARROUPILHA",,
158128,"158128 - INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO",,
158129,"158129 - INST.FED.DE EDUC.,CIENC.E TEC.BAIANO -REITORI",,
158131,158131 - INSTITUTO FED. DE EDU.CIE.TEC.DO TOCANTINS,,
158132,"158132 - INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL",,
158133,"158133 - INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA",,
158134,"158134 - INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE",,
158135,"158135 - INST.FED.DE EDUC.,CIENC.E TEC.DO PARA",,
158136,"158136 - INST.FED.DE EDUC.,CIENC.E TEC.DE PERNAMBUCO",,
158137,"158137 - INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG",,
158138,"158138 - INST.FED.DE EDUC.,CIENC.E TEC.DA PARAIBA",,
158139,"158139 - INST.FED.DE EDUC.,CIENC.E TEC.FLUMINENSE",,
158141,"158141 - INST.FED.DE EDUC.,CIENC.E TEC.DO RS",,
158142,"158142 - INST.FED.DE EDUC.,CIENC.E TEC.DO AMAZONAS",,
158143,158143 - IFB - REITORIA - BRASÍLIA-DF,,
158144,"158144 - INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO",,
158145,"158145 - INST.FED.DE EDUC.,CIENC.E TEC.DA BAHIA",,
158146,"158146 - INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI",,
158147,"158147 - INST.FED.DE EDUC.,CIENC.E TEC.DE ALAGOAS",,
158148,"158148 - INST.FED.DE EDUC.,CIENC.E TEC.DE RONDONIA",,
158149,"158149 - INST.FED.DE ED.,CIENC.E TEC.DO S.PERNAMBUCANO",,
158150,"158150 - INST.FED.DE EDUC.,CIENC.E TEC.DO AMAPA",,
158151,"158151 - INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO",,
158152,"158152 - INST.FED.DE EDUC.,CIENC.E TEC.DE RORAIMA",,
158153,"158153 - INST.FED.DE EDUC.,CIENC.E TEC.DE GOIAS",,
158154,"158154 - INST.FED.DE EDUC.,CIENC.E TEC.DE SAO PAULO",,
158155,"158155 - INST.FED.DE EDUC.,CIENC.E TEC.DO RN",,
158156,"158156 - INST.FED.DE EDUC.,CIENC.E TEC.DO ACRE",,
158157,"158157 - INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO",,
158159,158159 - INST.FED. DO AMAPA -CAMPUS MACAPA,,
158160,158160 - INST.FED.DO AMAPA - CAMPUS LARANJAL JARI.,,
158162,158162 - INST.FED.DO PARÁ/CAMPUS BREVES,,
158172,158172 - HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO,,
158195,158195 - UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,,
158196,158196 - HOSPITAL UNIVERSITARIO ALCIDES CARNEIRO/UFCG,,
158197,158197 - CENTRO DE FORMACAO DE PROFESSORES DA UFCG,,
158198,158198 - CENTRO DE CIENCIAS JURIDICAS E SOCIAIS/UFCG,,
158199,158199 - CENTRO DE SAUDE E TECNOLOGIA RURAL DA UFCG,,
158219,158219 - COLÉGIO DE APLICAÇÃO DA UFRJ,,
158220,158220 - HOSPITAL ESCOLA SAO FRANCISCO DE ASSIS,,
158221,158221 - ESCOLA DE SERVIÇO SOCIAL DA UFRJ,,
158222,158222 - ESCOLA DE COMUNICAÇÃO DA UFRJ,,
158223,158223 - FACULDADE DE DIREITO DA UFRJ,,
158229,158229 - INSTITUTO DE BIOQUÍMICA MÉDICA DA UFRJ,,
158261,158261 - INST.FED.DO RS/CAMPUS PORTO ALEGRE,,
158262,158262 - INST.FED.DO RS/CAMPUS RIO GRANDE,,
158263,158263 - INST.FED.DO RS/CAMPUS SERTÃO,,
158264,158264 - INST.FED.DO RS/CAMPUS BENTO GONCALVES,,
158265,158265 - INST.FED.DO RS/CAMPUS CANOAS,,
158266,158266 - INST.FED.FARROUPILHA/CAMPUS SANTO AUGUSTO,,
158267,158267 - INST.FED.FARROUPILHA/CAMPUS DE ALEGRETE,,
158268,158268 - INST.FED.FARROUPILHA/CAMPUS SÃO VICENTE SUL,,
158269,158269 - INST.FED.FARROUPILHA/CAMPUS JULIO CASTILHOS,,
158270,158270 - IFSP - CAMPUS SÃO PAULO,,
158272,158272 - INST.FED. ESPIRITO SANTO/CAMPUS COLATINA,,
158273,158273 - INST.FED.DO AMAZONAS/CAMPUS S.G. DA CACHOEIRA,,
158274,158274 - INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO,,
158275,158275 - INST.FED.MINAS GERAIS/CAMPUS BAMBUÍ,,
158276,158276 - INST.FED.DO MARANHAO/CAMPUS SAO LUIS-MACARANA,,
158277,158277 - INST.FED.BAIANO/CAMPUS SANTA INES,,
158278,158278 - INST.FED.S.PERNAMB./CAMPUS PETROLINA Z.RURAL,,
158279,158279 - INST.FED.DA PARAIBA/CAMPUS SOUSA,,
158280,158280 - INST.FED.DA PARAIBA/CAMPUS CAJAZEIRAS,,
158281,158281 - INST.FED.DA PARAIBA/CAMPUS CAMPINA GRANDE,,
158282,158282 - INST.FED.DO MARANHAO/CAMPUS PINHEIRO,,
158283,158283 - INST.FED.DO MARANHAO/CAMPUS BURITICUPU,,
158284,158284 - INST.FED.DO MARANHAO/CAMPUS BARRA DO CORDA,,
158285,158285 - INST.FED.DO MARANHAO/CAMPUS BARREIRINHAS,,
158286,158286 - INST.FED.DO MARANHAO/CAMPUS MONTE CASTELO,,
158288,158288 - INST.FED.DO MARANHAO/CAMPUS CENTRO HISTORICO,,
158289,158289 - INST.FED.DO MARANHAO/CAMPUS ZE DOCA,,
158290,158290 - INST.FED.DO MARANHAO/CAMPUS SANTA INES,,
158291,158291 - INST.FED.DO MARANHAO/CAMPUS S.JOAO DOS PATOS,,
158292,158292 - INST.FED.DO MARANHAO/CAMPUS ALCANTARA,,
158293,158293 - INST.FED.DO MARANHAO/CAMPUS CODO,,
158294,158294 - INST.FED.DO MARANHAO/CAMPUS IMPERATRIZ,,
158295,158295 - INST.FED.DO MARANHAO/CAMPUS ACAILANDIA,,
158296,158296 - INST.FED.DO MARANHAO/CAMPUS S.R.MANGABEIRAS,,
158297,158297 - INST.FED.DO MARANHAO/CAMPUS BACABAL,,
158298,158298 - IF GOIANO - CAMPUS URUTAI,,
158299,158299 - IF GOIANO - CAMPUS RIO VERDE,,
158300,158300 - IF GOIANO - CAMPUS MORRINHOS,,
158301,158301 - CENTRO DE CIENCIAS E TECNOLOGIA AGROALIMENTAR,,
158302,158302 - IF GOIANO - CAMPUS CERES,,
158303,158303 - IFSULDEMINAS - CAMPUS MUZAMBINHO,,
158304,158304 - IFSULDEMINAS - CAMPUS MACHADO,,
158305,158305 - IFSULDEMINAS - CAMPUS INCONFIDENTES,,
158306,158306 - INST.FED.DO PARÁ/CAMPUS BELEM,,
158307,158307 - INST.FED.DO PARÁ/CAMPUS RURAL MARABÁ,,
158308,158308 - INST.FED.DO PARÁ/CAMPUS CASTANHAL,,
158309,158309 - INST.FED.TRIANGULO MINEIRO/CAMPUS PARACATU,,
158310,158310 - INST.FED.TRIANGULO MINEIRO/CAMPUS UBERABA,,
158311,158311 - INST.FED.TRIANGULO MINEIRO/CAMPUS ITUIUTABA,,
158312,158312 - INST.FED.TRIANGULO MINEIRO/CAMPUS UBERLANDIA,,
158313,158313 - INST.FED.DO CEARA/CAMPUS FORTALEZA,,
158314,158314 - INST.FED.DO CEARA/CAMPUS LIMOEIRO DO NORTE,,
158315,158315 - INST.FED.DO CEARA/CAMPUS QUIXADA,,
158316,158316 - INST.FED.DO CEARA/CAMPUS JUAZEIRO DO NORTE,,
158317,158317 - INST.FED.DO CEARA/CAMPUS SOBRAL,,
158318,158318 - INST.FED.DO CEARA/CAMPUS CEDRO,,
158319,158319 - INST.FED.DO CEARA/CAMPUS MARACANAU,,
158320,158320 - INST.FED.DO CEARA/CAMPUS IGUATU,,
158321,158321 - INST.FED.DO CEARA/CAMPUS CRATO,,
158322,158322 - INST.FED.DO CEARA/CAMPUS ACARAU,,
158323,158323 - INST.FED.DO CEARA/CAMPUS CANINDÉ,,
158324,158324 - INST.FED.DO CEARA/CAMPUS CRATEUS,,
158325,158325 - INST.FED.DO RS/CAMPUS ERECHIM,,
158326,158326 - INST.FED.DO RS/CAMPUS PORTO ALEGRE - RESTINGA,,
158327,158327 - INST.FED.DO RS/CAMPUS OSORIO,,
158328,158328 - INST.FED.DO RS/CAMPUS CAXIAS DO SUL,,
158329,158329 - IFSP - CAMPUS SÃO ROQUE,,
158330,158330 - IFSP - CAMPUS SÃO CARLOS,,
158331,158331 - IFSP - CAMPUS SERTÃOZINHO,,
158332,158332 - IFSP - CAMPUS CUBATÃO,,
158333,158333 - INST.FED.MATO GROSSO/CAMPUS CUIABÁ,,
158334,158334 - INST.FED.MATO GROSSO/CAMPUS CACERES,,
158335,158335 - INST.FED.MATO GROSSO/CAMPUS SÃO VICENTE,,
158336,158336 - INST.FED.DO TOCANTINS/CAMPUS PALMAS,,
158337,158337 - INST.FED.DO TOCANTINS/CAMPUS ARAGUATINS,,
158338,158338 - INST.FED.SUL RIO GRANDENSE/CAMPUS PASSO FUNDO,,
158339,158339 - INST.FED.SUL RIO GRANDENSE/CAMPUS SAPUCAIA,,
158340,158340 - INST.FED.SUL RIO GRANDENSE/CAMPUS CHARQUEADAS,,
158341,158341 - INST.FED.RONDONIA/CAMPUS COLORADO DO OESTE-RO,,
158342,158342 - INST.FED.RONDONIA/CAMPUS DE VILHENA - RO,,
158343,158343 - INST.FED.RONDONIA/CAMPUS ARIQUEMES-RO,,
158344,158344 - IFSP - CAMPUS BRAGANÇA PAULISTA,,
158345,158345 - INST.FED.RONDONIA/CAMPUS PORTO VELHO CALAMA,,
158346,158346 - IFSP - CAMPUS SÃO JOÃO DA BOA VISTA,,
158347,158347 - IFSP - CAMPUS CAMPOS DO JORDÃO,,
158348,158348 - IFSP - CAMPUS GUARULHOS,,
158349,158349 - IFSP - CAMPUS CARAGUATATUBA,,
158350,158350 - INST.FED.RORAIMA - CAMPUS BOA VISTA,,
158351,158351 - INST.FED.RORAIMA - CAMPUS NOVO PARAISO,,
158353,158353 - INST.FED.PIAUI/CAMPUS TERESINA CENTRAL,,
158354,158354 - INST.FED.PIAUÍ/CAMPUS TERESINA ZONA SUL,,
158355,158355 - INST.FED. PIAUI/CAMPUS FLORIANO,,
158356,158356 - INST.FED.PIAUI/CAMPUS PICOS,,
158357,158357 - INST.FED.PIAUI/CAMPUS PARNAIBA,,
158358,158358 - INST.FED.PIAUI/CAMPUS ANGICAL,,
158359,158359 - INST.FED.PIAUI/CAMPUS PAULISTANA,,
158360,158360 - INST.FED.PIAUI/CAMPUS PIRIPIRI,,
158361,158361 - INST.FED.PIAUI/CAMPUS SAO RAIMUNDO NONATO,,
158362,158362 - INST.FED.PIAUI/CAMPUS CORRENTE,,
158363,158363 - INST.FED.PIAUI/CAMPUS URUCUI,,
158364,158364 - IFSP - CAMPUS SALTO,,
158365,158365 - INST.FED DO RN/CAMPUS MOSSORO,,
158366,158366 - INST.FED. DO RN/CAMPUS CURRAIS NOVOS,,
158367,158367 - INST.FED. DO RN/CAMPUS IPANGUAÇU,,
158368,158368 - INST.FED.DO RN/CAMPUS NATAL - ZONA NORTE,,
158369,158369 - INST.FED.DO RN/CAMPUS NATAL - CENTRAL,,
158370,158370 - INST.FED. DO RN/CAMPUS CAICÓ,,
158371,158371 - INST.FED.DO RN/CAMPUS APODI,,
158372,158372 - INST.FED.DO RN/CAMPUS SANTA CRUZ,,
158373,158373 - INST.FED.DO RN/CAMPUS JOAO CAMARA,,
158374,158374 - INST.FED.DO RN/CAMPUS PAU DOS FERROS,,
158375,158375 - INST.FED.DO RN/CAMPUS MACAU,,
158376,158376 - INST.FED.RONDONIA/CAMPUS JI-PARANA,,
158377,158377 - INST.FED.DO NORTE DE MG/CAMPUS SALINAS,,
158378,158378 - INST.FED.DO NORTE DE MG/CAMPUS JANUARIA,,
158379,158379 - INST. FED. CATARINENSE/CAMPUS VIDEIRA,,
158380,158380 - INST.FED.DE ALAGOAS/CAMPUS MARECHAL DEODORO,,
158381,158381 - INST.FED DE ALAGOAS/CAMPUS MACEIO,,
158382,158382 - INST.FED. ALAGOAS/CAMPUS SATUBA,,
158383,158383 - INST.FED.DE ALAGOAS/CAMPUS PALMEIRA DOS IND.,,
158384,158384 - INST.FED. FLUMINENSE/CAMPUS MACAE,,
158385,158385 - INST.FED. FLUMINENSE/CAMPUS ITAPERUNA,,
158386,158386 - INST.FED. FLUMINENSE/CAMPUS GUARUS,,
158387,158387 - INST.FED  FLUMINENSE/CAMPUS B.JESUS DO ITABAP,,
158392,158392 - INST. FED. DE SERGIPE/CAMPUS SÃO CRISTOVÃO,,
158393,158393 - INST. FED. DE SERGIPE/CAMPUS ARACAJU,,
158394,158394 - INST. FED. DE SERGIPE/CAMPUS LAGARTO,,
158396,158396 - INST. FED. DO PARANÁ/CAMPUS FOZ DO IGUAÇU,,
158397,158397 - INST. FED. DO PARANÁ/CAMPUS PARANAGUA,,
158398,158398 - INST. FED. DO PARANÁ/CAMPUS PARANAVAI,,
158401,158401 - CENTRO DESENV SUSTENTAVEL DO SEMIARIDO-UFCG,,
158402,158402 - INST. FED. DO PARANÁ/CAMPUS UMUARAMA,,
158403,158403 - INST. FED. DA BAHIA/CAMPUS CAMAÇARI,,
158404,158404 - INST. FED. DA BAHIA/CAMPUS BARREIRAS,,
158405,158405 - INST. FED. DA BAHIA/CAMPUS VALENÇA,,
158406,158406 - INST. FED. DA BAHIA/CAMPUS SANTO AMARO,,
158407,158407 - INST. FED.DA BAHIA/CAMPUS SIMOES FILHO,,
158408,158408 - INST. FED. DA BAHIA/CAMPUS PORTO SEGURO,,
158409,158409 - INST. FED. DA BAHIA/CAMPUS VIT. DA CONQUISTA,,
158410,158410 - INST. FED. DA BAHIA/CAMPUS EUNAPOLIS,,
158411,158411 - INST. FED. DA BAHIA/CAMPUS SALVADOR,,
158412,158412 - INST FED SUDESTE DE MG/CAMPUS RIO POMBA,,
158413,158413 - INST FED SUDESTE DE MG/CAMPUS BARBACENA,,
158414,158414 - INST FED SUDESDE DE MG/CAMPUS JUIZ DE FORA,,
158415,158415 - INST FED SUDESTE DE MG/CAMPUS MURIAE,,
158416,158416 - INST.FED. ESPIRITO SANTO/CAMPUS VITORIA,,
158417,158417 - INST.FED. ESPIRITO SANTO/CAMPUS SERRA,,
158418,158418 - INST.FED. ESPIRITO SANTO/CAMPUS CACHOEIRO,,
158419,158419 - INST.FED. ESPIRITO SANTO/CAMPUS ARACRUZ,,
158420,158420 - INST.FED. ESPIRITO SANTO/CAMPUS LINHARES,,
158421,158421 - INST.FED. ESPIRITO SANTO/CAMPUS CARIACICA,,
158422,158422 - INST.FED. ESPIRITO SANTO/CAMPUS NOVA VENECIA,,
158423,158423 - INST.FED. ESPIRITO SANTO/CAMPUS SÃO MATEUS,,
158424,158424 - INST.FED. ESPIRITO SANTO/CAMPUS ITAPINA,,
158425,158425 - INST.FED. ESPIRITO SANTO/CAMPUS ALEGRE,,
158426,158426 - INST.FED. ESPIRITO SANTO/CAMPUS SANTA TERESA,,
158427,158427 - INST.FED. ESPIRITO SANTO/CAMPUS VILA VELHA,,
158428,158428 - INST.FED. ESPIRITO SANTO/CAMPUS IBATIBA,,
158429,158429 - INST.FED. ESPIRITO SANTO/CAMPUS V.N. DO IMIGR,,
158430,158430 - INST.FED.DE GOIAS/CAMPUS GOIANIA,,
158431,158431 - INST.FED.DE GOIAS/CAMPUS JATAI,,
158432,158432 - INST.FED.DE GOIAS/CAMPUS INHUMAS,,
158433,158433 - INST.FED.DE GOIÁS/CAMPUS ITUMBIARA,,
158434,158434 - T.FED.DE GOIAS/CAMPUS URUAÇU,,
158435,158435 - INST.FED.BAIANO/CAMPUS SENHOR DO BONFIM,,
158437,158437 - INST.FED.DO NORTE DE MG/CAMPUS MONTES CLAROS,,
158438,158438 - INST.FED.DO NORTE DE MG/CAMPUS ARINOS,,
158439,158439 - INST.FED.DO NORTE DE MG/CAMPUS ALMENARA,,
158440,158440 - INST.FED.DO NORTE DE MG/CAMPUS PIRAPORA,,
158441,158441 - INST.FED DO NORTE DE MG/CAMPUS ARACUAI,,
158442,158442 - INST. FED. BAIANO - CAMPUS GUANAMBI,,
158443,158443 - INST.FED.BAIANO/CAMPUS CATU,,
158444,158444 - INST.FED.DO AMAZONAS/CAMPUS MANAUS ZONA LESTE,,
158445,158445 - INST.FED.DO AMAZONAS/CAMPUS MANAUS CENTRO,,
158446,158446 - CAMPUS MANAUS DISTRITO INDUSTRIAL,,
158447,158447 - CAMPUS COARI,,
158448,158448 - INST.FED.DO MS/CAMPUS AQUIDAUANA,,
158449,158449 - INST. FED. DO MS/CAMPUS CAMPO GRANDE,,
158450,158450 - INST. FED. DO MS/CAMPUS CORUMBA,,
158451,158451 - INST. FED. DO MS/CAMPUS COXIM,,
158452,158452 - INST. FED. DO MS/CAMPUS NOVA ANDRADINA,,
158453,158453 - INST. FED. DO MS/CAMPUS PONTA PORA,,
158454,158454 - INST. FED. DO MS/CAMPUS TRES LAGOAS,,
158456,158456 - INST.FED.DO MARANHAO/CAMPUS CAXIAS,,
158457,158457 - INST.FED.DO MARANHAO/CAMPUS TIMON,,
158458,158458 - INST. FED. CATARINENSE/CAMPUS RIO DO SUL,,
158459,158459 - INST. FED. CATARINENSE/CAMPUS ARAQUARI,,
158460,158460 - INST. FED. CATARINENSE/CAMPUS CAMBORIU,,
158461,158461 - INST. FED. CATARINENSE/CAMPUS CONCORDIA,,
158462,158462 - INST. FED. CATARINENSE/CAMPUS SOMBRIO,,
158463,158463 - INST.FED.DO PE/CAMPUS IPOJUCA,,
158464,158464 - INST.FED. DO PE/CAMPUS RECIFE,,
158465,158465 - INST.FED.DO PE/CAMPUS VITORIA DE ST. ANTAO,,
158466,158466 - INST.FED. DO PE/CAMPUS BARREIROS,,
158467,158467 - INST.FED.DO SUL-RIO-GRANDENSE/CAMPUS PELOTAS,,
158468,158468 - INST.FED.FLUMINENSE/CAMPUS CABO FRIO,,
158469,158469 - INST.FED.DA PARAIBA/CAMPUS JOAO PESSOA,,
158470,158470 - INST.FED. DA PARAIBA/CAMPUS PATOS,,
158471,158471 - INST.FED.DA PARAIBA/CAMPUS PRINCESA ISABEL,,
158472,158472 - INST.FED. DA PARAIBA/CAMPUS DE MONTEIRO,,
158473,158473 - INST.FED. DA PARAIBA/CAMPUS DE PICUI,,
158474,158474 - INST.FED.DA PARAIBA/CAMPUS DE CABEDELO,,
158475,158475 - INST.FED. MINAS GERAIS/CAMPUS OURO PRETO,,
158476,158476 - INST.FED.MINAS GERAIS/CAMPUS S.J.EVANGELISTA,,
158477,158477 - INST.FED.DO PE/CAMPUS PESQUEIRA,,
158478,158478 - INST.FED DO PE/CAMPUS BELO JARDIM,,
158481,158481 - INST.FED.DO PARA/CAMPUS TUCURUI,,
158482,158482 - INST.FED.DO RJ/CAMPUS DUQUE DE CAXIAS,,
158483,158483 - 1NST.FED.DO RJ/CAMPUS NILOPOLIS,,
158484,158484 - INST.FED.DO RJ/CAMPUS PARACAMBI,,
158485,158485 - INST.FED.DO RJ/CAMPUS PINHEIRAL,,
158486,158486 - INST.FED.DO RJ/CAMPUS RJ - REALENGO,,
158487,158487 - INST.FED.DO RJ/CAMPUS SAO GONÇALO,,
158488,158488 - INST.FED.DO RJ/CAMPUS VOLTA REDONDA,,
158489,158489 - INST.FED.DO TOCANTINS/CAMPUS PARAISO DO TO,,
158492,158492 - INST.FED.MATO GROSSO/CAMPUS CAMPO N. PARECIS,,
158493,158493 - INST.FED.MATO GROSSO/CAMPUS JUINA,,
158494,158494 - INST.FED.MATO GROSSO/CAMPUS BELA VISTA,,
158495,158495 - INST.FED.MATO GROSSO/CAMPUS PONTES LACERDA,,
158496,158496 - INST.FED.MATO GROSSO/CAMPUS CONFRESA,,
158497,158497 - INST.FED.MATO GROSSO/CAMPUS BARRA DO GARÇAS,,
158498,158498 - INST.FED.MATO GROSSO/CAMPUS RONDONOPOLIS,,
158499,158499 - INST.FED.SERTAO PERNAMBUCANO/CAMPUS PETROLINA,,
158500,158500 - INST.FED.SERTAO PERNAMBUCANO/CAMPUS FLORESTA,,
158501,158501 - IFB - CAMPUS PLANALTINA,,
158502,158502 - INST.FED.DO RJ/CAMPUS RJ - MARACANÃ,,
158503,158503 - INST.FED.FARROUPILHA/CAMPUS DE SÃO BORJA,,
158504,158504 - INST.FED.FARROUPILHA/CAMPUS DE SANTA ROSA,,
158505,158505 - INST.FE.FARROUPILHA/CAMPUS PANAMBI,,
158506,158506 - INST.FED.DO PARÁ/CAMPUS BRAGANÇA,,
158507,158507 - INST.FED.DO PARÁ/CAMPUS ALTAMIRA,,
158508,158508 - INST.FED.DO PARÁ/CAMPUS ABAETETUBA,,
158509,158509 - INST.FED.DO PARÁ/CAMPUS CONCEIC. DO ARAGUAIA,,
158510,158510 - INST.FED.RORAIMA - CAMPUS AMAJARI,,
158511,158511 - INST.FED.DO TOCANTINS/CAMPUS ARAGUAINA,,
158512,158512 - INST.FED.DO PARÁ/CAMPUS INDUSTRIAL MARABÁ,,
158513,158513 - INST.FED. MINAS GERAIS/CAMPUS FORMIGA,,
158514,158514 - INST.FED. MINAS GERAIS/CAMPUS CONGONHAS,,
158515,158515 - UNIVERSIDADE FEDERAL DO OESTE DO PARA,,
158516,"158516 - INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA",,
158517,158517 - UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,,
158518,158518 - INST.FED.DO PARÁ/CAMPUS SANTARÉM,,
158520,158520 - IFSP - CAMPUS CATANDUVA,,
158522,158522 - INSTITUTO FEDERAL DE GOIÁS/CAMPUS ANÁPOLIS,,
158523,158523 - INSTITUTO FEDERAL DE GOIÁS/CAMPUS FORMOSA,,
158524,158524 - INSTITUTO FEDERAL DE GOIÁS/CAMPUS LUZIANIA,,
158525,158525 - IFSP - CAMPUS BIRIGUI,,
158526,158526 - IFSP - CAMPUS ITAPETININGA,,
158528,158528 - IFSP - CAMPUS PIRACICABA,,
158556,158556 - INST.FED.DO TOCANTINS/CAMPUS GURUPI,,
158557,158557 - INST.FED.DO TOCANTINS/CAMPUS PORTO NACIONAL,,
158560,158560 - CAMPUS PARINTINS,,
158561,158561 - CAMPUS TABATINGA,,
158562,158562 - CAMPUS PRESIDENTE FIGUEIREDO,,
158563,158563 - IFAM - CAMPUS MAUÉS,,
158564,158564 - CAMPUS LÁBREA,,
158565,158565 - UNIV.DA INTEG.INTERN.DA LUSOF.AFRO-BRASILEIRA,,
158566,158566 - IFSP - CAMPUS SUZANO,,
158567,158567 - INST.FED.DO PARÁ/CAMPUS ITAITUBA,,
158568,158568 - IF SERTÃO PE/CAMPUS SALGUEIRO,,
158570,158570 - IF SERTÃO PE/CAMPUS OURICURI,,
158578,158578 - IFSP - CAMPUS HORTOLÂNDIA,,
158579,158579 - IFSP - CAMPUS VOTUPORANGA,,
158581,158581 - IFSP - CAMPUS ARARAQUARA,,
158582,158582 - IFSP - CAMPUS AVARÉ,,
158583,158583 - IFSP - CAMPUS BARRETOS,,
158584,158584 - IFSP - CAMPUS PRESIDENTE EPITACIO,,
158585,158585 - INST. FED. DA BAHIA/CAMPI PAULO AFONSO,,
158586,158586 - IFSP - CAMPUS REGISTRO,,
158587,158587 - INST. FED. DA BAHIA/CAMPUS ILHEUS,,
158588,158588 - INST. FED. DA BAHIA/CAMPUS JEQUIE,,
158590,158590 - INST. FED. DA BAHIA/CAMPUS FEIRA DE SANTANA,,
158610,158610 - INST.FED.DE GOIÁS-CAMPUS APARECIDA DE GOIÂNIA,,
158611,158611 - INST. FED. DE GOIÁS - CAMPUS CIDADE DE GOIÁS,,
158658,158658 - UNIVERS. FEDERAL DA INTEG. LATINO AMERICANA,,
158667,158667 - IF GOIANO - CAMPUS IPORA,,
158674,158674 - INST.FED.DO RS/CAMPUS FARROUPILHA,,
158675,158675 - INST.FED.DO RS/CAMPUS IBIRUBÁ,,
158676,158676 - INST.FED.DO RS/CAMPUS FELIZ,,
158701,158701 - CENTRO DE CIENCIAS E TECNOLOGIA DA UFCG,,
158702,158702 - CENTRO DE HUMANIDADES DA UFCG,,
158705,158705 - HOSPITAL UNIVERSITARIO JULIO M BANDEIRA MELLO,,
158710,158710 - IFSP - CAMPUS BOITUVA,,
158711,158711 - IFSP - CAMPUS MATAO,,
158712,158712 - IFSP - CAMPUS CAPIVARI,,
158713,158713 - IFSP - CAMPUS SAO JOSE DOS CAMPOS,,
158714,158714 - IFSP - CAMPUS CAMPINAS,,
158719,158719 - UNIVERSIDADE FEDERAL DO CARIRI,,
158883,158883 - INST.FED.DO ESPÍRITO SANTO/CAMPUS GUARAPARI,,
158892,158892 - IFES/CAMPUS PIÚMA,,
160001,160001 - 7 BATALHAO DE ENGENHARIA DE CONSTRUCAO,,
160002,160002 - COMANDO DE FRONTEIRA ACRE/4 BIS,,
160003,160003 - 20 CIRCUNSCRICAO DE SERVICO MILITAR,,
160004,160004 - 59  BATALHAO DE INFANTARIA MOTORIZADO,,
160005,160005 - 54 BATALHAO DE INFANTARIA DE SELVA,,
160006,160006 - 1 BATALHAO DE INFANTARIA DE SELVA(AEROMOVEL),,
160007,160007 - 4 BATALHAO DE AVIAÇÃO DO EXERCITO,,
160008,160008 - CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA,,
160009,160009 - 12 INSPETORIA DE CONTAB.FINANCAS DO EXERCITO,,
160010,160010 - 29 CIRCUNSCRICAO DE SERVICO MILITAR,,
160011,160011 - 4 DIVISAO DE LEVANTAMENTO,,
160012,160012 - CENTRO DE INSTRUCAO DE GUERRA NA SELVA,,
160013,160013 - COLEGIO MILITAR DE MANAUS,,
160014,160014 - COMANDO 12 REGIAO MILITAR,,
160015,160015 - COMANDO 2 GRUPAMENTO ENGENHARIA,,
160016,160016 - COMANDO DO COMANDO MILITAR DA AMAZONIA,,
160017,160017 - COMISSAO REGIONAL DE OBRAS/12,,
160018,160018 - 12. BATALHAO DE SUPRIMENTO,,
160019,160019 - HOSPITAL DE GUARNICAO DE TABATINGA,,
160020,160020 - HOSPITAL MILITAR DE AREA DE MANAUS,,
160021,160021 - PARQUE REGIONAL DE MANUTENCAO/12,,
160022,160022 - 21 COMPANHIA DE ENGENHARIA CONSTRUCAO,,
