UG_COD,UG_COD_DESC,UF,REGIÃO
380912,380912 - GABINETE DO MINISTRO/M.T.E.,,
380914,380914 - SECRETARIA EXECUTIVA,,
380916,380916 - COORDENACAO-GERAL DE RECURSOS DO FAT/MTE,,
380918,380918 - COORDENACAO-GERAL DE REC. LOGISTICOS-CGRL/MTE,,
380930,380930 - SUPERINT REG DO TRAB E EMPREGO/AC,,
380931,380931 - SUPERINT REG DO TRAB E EMPREGO/AL,,
380932,380932 - SUPERINT REG DO TRAB E EMPREGO/AM,,
380933,380933 - SUPERINT REG DO TRAB E EMPREGO/BA,,
380934,380934 - SUPERINT REG DO TRAB E EMPREGO/CE,,
380935,380935 - SUPERINT REG DO TRAB E EMPREGO/DF,,
380936,380936 - SUPERINT REG DO TRAB E EMPREGO/ES,,
380937,380937 - SUPERINT REG DO TRAB E EMPREGO/GO,,
380938,380938 - SUPERINT REG DO TRAB E EMPREGO/MT,,
380939,380939 - SUPERINT REG DO TRAB E EMPREGO/MA,,
380940,380940 - SUPERINT REG DO TRAB E EMPREGO/MS,,
380941,380941 - SUPERINT REG DO TRAB E EMPREGO/MG,,
380942,380942 - SUPERINT REG DO TRAB E EMPREGO/PE,,
380943,380943 - SUPERINT REG DO TRAB E EMPREGO/PA,,
380944,380944 - SUPERINT REG DO TRAB E EMPREGO/PR,,
380945,380945 - SUPERINT REG DO TRAB E EMPREGO/PB,,
380947,380947 - SUPERINT REG DO TRAB E EMPREGO/RJ,,
380948,380948 - SUPERINT REG DO TRAB E EMPREGO/RN,,
380949,380949 - SUPERINT REG DO TRAB E EMPREGO/RS,,
380950,380950 - SUPERINT REG DO TRAB E EMPREGO/RO,,
380951,380951 - SUPERINT REG DO TRAB E EMPREGO/SC,,
380952,380952 - SUPERINT REG DO TRAB E EMPREGO/SP,,
380953,380953 - SUPERINT REG DO TRAB E EMPREGO/SE,,
380954,380954 - SUPERINT REG DO TRAB E EMPREGO/TO,,
380955,380955 - SUPERINT REG DO TRAB E EMPREGO/PI,,
380956,380956 - SUPERINT REG DO TRAB E EMPREGO/AP,,
380957,380957 - SUPERINT REG DO TRAB E EMPREGO/RR,,
380988,380988 - GER REG DO TRAB E EMP/RIBEIRÃO PRETO/SP,,
390001,390001 - RESERVA DE CONTINGENCIA/MEFP,,
390002,390002 - SUBSECRETARIA DE PLANEJ.E ORÇAM.SETORIAL,,
390004,390004 - COORDENACAO GERAL E RECURSOS LOGISTICOS,,
390007,390007 - COORDENACAO-GERAL DE GESTÃO DE PESSOAS,,
390015,390015 - REDE FERROVIARIA FEDERAL S.A- INVENTARIANCA,,
390022,390022 - DNIT-PREMEF-BIRD 7383,,
390056,390056 - SUBSECRETARIA DE ASSUNTOS ADMINISTRATIV. SAAD,,
390058,390058 - PREMEF/BIRD-PHE PLANO HIDR.ESTRATEGICO,,
393001,393001 - AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,,
393002,393002 - AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,,
393003,393003 - DEPART. NAC. DE INFRA-ESTRUTURA DE TRANSPORTE,,
393009,393009 - SUPERINTEND. REG. NOS ESTADOS AM/RR - DNIT,,
393010,393010 - SUPERINTENDENCIA REG. NO ESTADO MS - DNIT,,
393011,393011 - SUPERINTEND.REG. NOS ESTADOS GO/DF - DNIT,,
393012,393012 - SUPERINTENDENCIA REG. NO ESTADO RS - DNIT,,
393013,393013 - SUPERINTENDENCIA REG. NO ESTADO SC - DNIT,,
393014,393014 - SUPERINTEND. REG. NOS ESTADOS RO/AC - DNIT,,
393015,393015 - SUPERINTENDENCIA REG. NO ESTADO SE - DNIT,,
393016,393016 - SUPERINTEND. REG NOS ESTADOS PA/AP - DNIT,,
393017,393017 - SUPERINTENDENCIA REG. NO ESTADO PB - DNIT,,
393018,393018 - SUPERINTENDENCIA REG. NO ESTADO ES - DNIT,,
393019,393019 - SUPERINTENDENCIA REG. NO ESTADO RJ - DNIT,,
393020,393020 - SUPERINTENDENCIA REG. NO ESTADO MT - DNIT,,
393021,393021 - SUPERINTENDENCIA REG. NO ESTADO RN - DNIT,,
393022,393022 - SUPERINTENDENCIA REG. NO ESTADO PI - DNIT,,
393023,393023 - SUPERINTENDENCIA REG. NO ESTADO TO - DNIT,,
393024,393024 - SUPERINTENDENCIA REG. NO ESTADO CE - DNIT,,
393025,393025 - SUPERINTENDENCIA REG. NO ESTADO SP - DNIT,,
393026,393026 - SUPERINTENDENCIA REG. NO ESTADO AL - DNIT,,
393027,393027 - SUPERINTENDENCIA REG. NO ESTADO BA - DNIT,,
393028,393028 - SUPERINTENDENCIA REG. NO ESTADO PR - DNIT,,
393029,393029 - SUPERINTENDENCIA REG. NO ESTADO PE - DNIT,,
393030,393030 - SUPERINTENDENCIA REG. NO ESTADO MA - DNIT,,
393031,393031 - SUPERINTENDENCIA REG. NO ESTADO MG - DNIT,,
393038,393038 - UNIDADE REGIONAL DO RIO DE JANEIRO,,
393039,393039 - DNIT-UCP-BID (904/975),,
393040,393040 - DNIT-UCP-BIRD (4188),,
393047,393047 - UNIDADE REGIONAL DE SAO PAULO-ANTT,,
393048,393048 - UNIDADE REGIONAL DE MINAS GERAIS - ANTT,,
393049,393049 - PROGRAMA REDUÇÃO CUSTOS LOGISTICOS-PREMEF,,
393090,393090 - UNIDADE REGIONAL DO CEARÁ - ANTT,,
393091,393091 - UNIDADE REGIONAL DO MARANHÃO - ANTT,,
393092,393092 - UNIDADE REGIONAL DO RIO GRANDE DO SUL - ANTT,,
395001,395001 - EMPRESA DE PLANEJAMENTO E LOGISTICA S.A - EPL,,
403101,403101 - INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,,
403201,403201 - FUNDACAO NACIONAL DE ARTES,,
410002,410002 - COORDENACAO GERAL DE ORCAMENTO E FINANCAS/MC,,
410003,410003 - COORDENACAO GERAL DE RECURSOS LOGISTICOS,,
410004,410004 - COORDENACAO GERAL GESTAO DE PESSOAS-CGGP,,
410007,410007 - FUNDO P/O DESENV.TECNOL.DAS TELECOMUNICACOES,,
410049,410049 - FUNTTEL/FINEP - AGENTE FINANCEIRO DO FUNTTEL,,
413001,413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE,,
413002,413002 - AGENCIA NACIONAL DE TELECOMUNICACOES-SP,,
413003,413003 - AGENCIA NACIONAL DE TELECOMUNICACOES-RJ,,
413004,413004 - AGENCIA NACIONAL DE TELECOMUNICACOES-PR,,
413005,413005 - AGENCIA NACIONAL DE TELECOMUNICACOES-MG,,
413006,413006 - AGENCIA NACIONAL DE TELECOMUNICACOES-RS,,
413007,413007 - AGENCIA NACIONAL DE TELECOMUNICACOES-PE,,
413008,413008 - AGENCIA NACIONAL DE TELECOMUNICACOES-GO,,
413009,413009 - AGENCIA NACIONAL DE TELECOMUNICACOES-BA,,
413010,413010 - AGENCIA NACIONAL DE TELECOMUNICACOES-CE,,
413011,413011 - AGENCIA NACIONAL DE TELECOMUNICACOES-PA,,
413012,413012 - AGENCIA NACIONAL DE TELECOMUNICACOES-AM,,
413047,413047 - FUNDO DE UNIVERS.DOS SERV.TELECOMUNICACOES,,
420001,420001 - COORD.GERAL DE EXEC. ORCAMENTARIA E FINANCEIR,,
420002,420002 - COORD. GERAL DE ORCAM. FINAN. E CONTABILIDADE,,
420006,420006 - SECRETARIA DO AUDIOVISUAL/MINC,,
420008,420008 - COORD.GERAL DE GESTAO DE PESSOAS/DGI/SE/MINC,,
420010,420010 - SECRETARIA-EXECUTIVA/MINC,,
420012,420012 - SECRETARIA DE POLITICA AGRICOLA,,
420013,420013 - SECRETARIA DE DESENV.AGROPECUARIO E COOPERAT.,,
420014,420014 - SECRET. DE FOMENTO E INCENTIVO A CULTURA/MINC,,
420016,420016 - GABINETE DO MINISTRO,,
420017,420017 - ASSESSORIA DE COMUNICACAO SOCIAL,,
420020,420020 - COORDENACAO GERAL DE TECNOLOGIA DA INFORMACAO,,
420028,420028 - SECRETARIA DE POLITICAS CULTURAIS/MINC,,
420029,420029 - SEC. DA CIDADANIA E DA DIVERS. CULTURAL,,
420030,420030 - SECRETARIA DE ECONOMIA CRIATIVA,,
420032,420032 - SECRETARIA DE ARTICULACAO INSTITUCIONAL/MINC,,
420036,420036 - CENTRO TECNICO AUDIOVISUAL,,
420037,420037 - CINEMATECA BRASILEIRA,,
420041,420041 - DIRETORIA DE RELACOES INTERNACIONAIS-DRI,,
420044,420044 - DIRET.DE PROG.ESPEC.DE INFRAESTRUT. CULTURAL,,
420045,420045 - CAIXA ECONOMICA FEDERAL - PAC/PRAÇAS/MINC,,
423001,423001 - DIRETORIA DE PLANEJAMENTO E GESTAO INTERNA,,
423002,423002 - IBRAM - SEDE,,
423031,423031 - COORDENACAO DE GESTAO DE PESSOAS,,
440001,"440001 - SUBSECRET.DE PLANEJ.,ORC.E ADMINIST. SPOA/MMA",,
440002,"440002 - SUBSECRET.DE PLANEJAM.,ORCAM.E ADMINIST. SPOA",,
440005,440005 - SECRETARIA DE REC HIDRICOS E AMBIENTE URBANO,,
440031,440031 - SECRET.MUDANCAS CLIMATICAS E QUALID.AMBIENTAL,,
440040,440040 - SECRET.EXTRATIVISMO DESENV.RURAL SUSTENTAVEL,,
440068,440068 - PROJETO CORREDORES ECOLOGICOS - KFW,,
440069,440069 - SECRETARIA DE BIODIVERSIDDE E FLORESTAS,,
440075,440075 - SERVICO FLORESTAL BRASILEIRO,,
440077,440077 - SECRET.ARTICULACAO INST.E CIDADANIA AMBIENTAL,,
440078,440078 - DEP.REVITALIZACAO BACIAS HIDROGRAFICAS - DRBH,,
440079,440079 - DEPARTAMENTO DE AMBIENTE URBANO - DAU,,
440088,440088 - SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB,,
440094,440094 - FUNDO NACIONAL DE DESENVOLVIMENTO FLORESTAL,,
440096,440096 - PROG. NACIONAL DE MEIO AMBIENTE II - FASE II,,
440106,440106 - SIP/ANA - INTERAGUAS,,
440107,440107 - CEF/MMA PLANOS DE RESIDUOS SOLIDOS,,
440108,440108 - BOLSA VERDE - SEDR,,
440110,440110 - KFW SERVIÇO FLORESTAL BRASILEIRO,,
440111,440111 - PROGRAMA DESENV DO SETOR AGUA-INTERAGUAS/SRHU,,
440114,440114 - FUNDO AMAZONIA-SERVICO FLORESTAL BRASILEIRO,,
443001,443001 - AGENCIA NACIONAL DE AGUAS - GEEFI/SAF/ANA,,
443002,443002 - GESTAO RECURSOS HIDRICOS,,
443003,443003 - GERENCIA DE ORCAMENTO E FINANCAS/SAF/ANA,,
443019,443019 - COORD. DE PLAN. ORCAMENTO E FIN./COPLAN/JBRJ,,
443020,443020 - INST. DE PESQUISAS JARDIM BOTANICO DO RJ/JBRJ,,
443024,443024 - FUNDO NACIONAL DO MEIO AMBIENTE,,
443032,443032 - INST.CHICO MENDES DE CONSER.DA BIODIVERSIDADE,,
443033,443033 - INSTITUTO CHICO MENDES - SEDE,,
443034,443034 - INST.CHICO MENDES DE CONS. DA BIO. - CABEDELO,,
443035,443035 - INST.CHICO MENDES DE CONS. DA BIO.- ATIBAIA,,
443036,443036 - INST.CHICO MENDES DE CONS. DA BIO.TERESOPOLIS,,
443038,443038 - INST.CHICO MENDES DE CONS. DA BIO. - GOIANIA,,
443041,443041 - INST.CHICO MENDES DE CONSER DA BIO - CEPENE,,
443043,443043 - INST.CHICO MENDES DE CONS. DA BIO.- AREMBEPE,,
443045,443045 - SET. DE PROG.ORCAMENTARIA E FINANCEIRA-FNMA,,
443048,443048 - INST.CHICO MENDES DE CONSER. BIO - FOZ IGUAÇU,,
443053,443053 - INST.CHICO MENDES DE CONSER.DA BIO. CEPNOR,,
443054,443054 - INST.CHICO MENDES DE CONS. DA BIO. - MANAUS,,
443055,443055 - INST.CHICO MENDES DE CONS. BIO RIO DE JANEIRO,,
443070,443070 - BANCO DO BRASIL/DFDS/MMA,,
447001,447001 - SETORIAL DO FUNDO NACIONAL DE MUD CLIMA,,
447002,447002 - FUNDO NACIONAL SOBRE MUDANCAS DO CLIMA,,
447156,447156 - ICMBIO - GEF-CERRADO,,
447157,447157 - ICMBIO - KFW CONTA ESPECIAL,,
490002,"490002 - SUBSEC. DE PLANEJ., ORCAMENTO E ADMINISTRACAO",,
490003,490003 - CREDITO FUNDIARIO,,
490008,490008 - SECRETARIA DE AGRICULTURA FAMILIAR,,
490009,490009 - SECRETARIA DE REORDENAMENTO AGRARIO,,
490010,490010 - SECRETARIA DE DESENVOLVIMENTO TERRITORIAL,,
490011,490011 - MIN. DESENV. AGRARIO-ADMINISTRACAO DIRETA,,
490012,490012 - MIN. DO DESENVOLVIMENTO AGRARIO - CEF - SAF,,
490016,490016 - DIRETORIA DE POL. PARA MULHERES RUR. E QUILOM,,
490020,490020 - PROG.CAD.DE TERRAS E REG. FUNDIARIA NO BRASIL,,
490021,490021 - PROJETO MANEJO SUSTENT. DE TERRAS DO SERTAO,,
490049,490049 - MINISTERIO DO DESENV. AGRARIO - AEGRE - CEF,,
490050,490050 - MINISTERIO DO DESENV. AGRÁRIO - SRA - CEF,,
490058,490058 - SECRETARIA DESENV.TERRIT. - TV CUSTEIO - BB,,
490059,490059 - SECRETARIA AGRIC.FAMILIAR - TV CUSTEIO - BB,,
490060,490060 - SECRETARIA REORD. AGRARIO - TV CUSTEIO - BB,,
490061,490061 - DIR.POLIT.P/MULHERES RURAIS - TV CUSTEIO - BB,,
490062,490062 - DIR.POLIT.P/MULHERES RURAIS - TO CUSTEIO - BB,,
495001,495001 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495110,495110 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495130,495130 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495250,495250 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495260,495260 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495300,495300 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495350,495350 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495370,495370 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495400,495400 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495500,495500 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495550,495550 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495600,495600 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495650,495650 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
495710,495710 - COMPANHIA DE PESQUISA DE RECURSOS MINERAIS,,
510001,"510001 - COORD.GERAL DE ORÇAMENTO, FINANÇAS E CONTAB.",,
510002,510002 - INSS/DC SETORIAL ORCAMENTARIA,,
510004,510004 - APS BRASILIA-TAGUATINGA,,
510005,510005 - GERÊNCIA EXECUTIVA DISTRITO FEDERAL,,
510007,510007 - APS BRASÍLIA-ASA SUL,,
510008,510008 - UNID.TEC.DE REAB.PROFISSIONAL DISTRITO FEDERA,,
510015,510015 - APS BRASILIA - GAMA,,
510021,510021 - APS OURO FINO,,
510030,510030 - GERÊNCIA EXECUTIVA TERESINA,,
510057,510057 - APS ARACAJU-SIQUEIRA CAMPOS,,
510062,510062 - APS SERRO,,
510080,510080 - GERÊNCIA EXECUTIVA ARACAJU,,
510120,510120 - GERÊNCIA EXECUTIVA BELÉM,,
510135,510135 - GERÊNCIA EXECUTIVA MACAPÁ,,
510170,510170 - GERÊNCIA EXECUTIVA FLORIANÓPOLIS,,
510178,510178 - SUPERINTENDÊNCIA REGIONAL SUDESTE I,,
510179,510179 - APS FLORIANÓPOLIS-CONTINENTE,,
510180,510180 - SUPERINTENDÊNCIA REGIONAL SUDESTE II,,
510181,510181 - SUPERINTENDÊNCIA REGIONAL SUL,,
510188,510188 - GERÊNCIA EXECUTIVA CRICIÚMA,,
510190,510190 - GERÊNCIA EXECUTIVA BLUMENAU,,
510191,510191 - APS BRUSQUE,,
510193,510193 - GERÊNCIA EXECUTIVA JOINVILLE,,
510196,510196 - APS LAGES,,
510198,510198 - APS SÃO BENTO DO SUL,,
510199,510199 - APS RIO DO SUL,,
510201,510201 - APS CANOINHAS,,
510204,510204 - APS LAGUNA,,
510205,510205 - APS LAURO MULLER,,
510209,510209 - GERÊNCIA EXECUTIVA CHAPECÓ,,
510213,510213 - APS SÃO JOAQUIM,,
510216,510216 - APS ORLEANS,,
510217,510217 - APS BRAÇO DO NORTE,,
510224,510224 - APS IBIRAMA,,
510237,510237 - APS JEQUITINHONHA,,
510239,510239 - APS SANTA RITA DO SAPUCAÍ,,
510279,510279 - APS ANDRADAS,,
510280,510280 - GERÊNCIA EXECUTIVA CAMPO GRANDE,,
510297,510297 - GERÊNCIA EXECUTIVA DOURADOS,,
510298,510298 - APS TRÊS LAGOAS,,
510303,510303 - APS JARDIM,,
510306,510306 - APS PONTA PORÃ,,
510319,510319 - APS ITAMBACURI,,
510328,510328 - APS ITAMARANDIBA,,
510350,510350 - GERÊNCIA EXECUTIVA VITÓRIA,,
510356,510356 - UNID.TEC.DE REAB.PROFISSIONAL VITÓRIA,,
510366,510366 - APS COLATINA,,
510367,510367 - APS ALEGRE,,
510372,510372 - APS NOVA VENÉCIA,,
510378,510378 - APS CONFRESA,,
510383,510383 - APS ITABELA,,
510405,510405 - GERÊNCIA EXECUTIVA GOIÂNIA,,
510411,510411 - UNID.TEC.DE REAB.PROFISSIONAL GOIÂNIA,,
510421,510421 - GERÊNCIA EXECUTIVA ANÁPOLIS,,
510423,510423 - APS RIO VERDE,,
510424,510424 - APS ITUMBIARA,,
510427,510427 - APS JATAÍ,,
510446,510446 - APS CARLOS CHAGAS,,
510466,510466 - APS MEDEIROS NETO,,
510467,510467 - APS ITANHÉM,,
510475,510475 - APS BELMONTE,,
510480,510480 - GERÊNCIA EXECUTIVA RIO BRANCO,,
510510,510510 - GERÊNCIA EXECUTIVA JOÃO PESSOA,,
510517,510517 - UNID.TEC.DE REAB.PROFISSIONAL JOÃO PESSOA,,
510525,510525 - GERÊNCIA EXECUTIVA CAMPINA GRANDE,,
510547,510547 - GERÊNCIA EXECUTIVA SANTARÉM,,
510580,510580 - GERÊNCIA EXECUTIVA MANAUS,,
510597,510597 - APS ITACOATIARA,,
510599,510599 - GERÊNCIA EXECUTIVA BOA VISTA,,
510630,510630 - GERÊNCIA EXECUTIVA PALMAS,,
510670,510670 - GERÊNCIA EXECUTIVA CURITIBA,,
510677,510677 - SUPERINTENDÊNCIA REGIONAL NORDESTE,,
510678,510678 - SUPERINTENDÊNCIA REGIONAL NORTE/CENTRO-OESTE,,
510685,510685 - GERÊNCIA EXECUTIVA PONTA GROSSA,,
510686,510686 - GERÊNCIA EXECUTIVA LONDRINA,,
510687,510687 - APS TELÊMACO BORBA,,
510688,510688 - APS JAGUARIAÍVA,,
510689,510689 - APS GUARAPUAVA,,
510690,510690 - APS APUCARANA,,
510692,510692 - APS JACAREZINHO,,
510693,510693 - APS PARANAGUÁ,,
510694,510694 - APS UNIÃO DA VITÓRIA,,
510695,510695 - GERÊNCIA EXECUTIVA MARINGÁ,,
510697,510697 - APS CORNÉLIO PROCÓPIO,,
510699,510699 - GERÊNCIA EXECUTIVA CASCAVEL,,
510700,510700 - APS PATO BRANCO,,
510702,510702 - APS FOZ DO IGUAÇU,,
510712,510712 - APS ARAPONGAS,,
510760,510760 - GERÊNCIA EXECUTIVA NATAL,,
510767,510767 - UNID.TEC.DE REAB.PROFISSIONAL NATAL,,
510776,510776 - GERÊNCIA EXECUTIVA MOSSORÓ,,
510815,510815 - GERÊNCIA EXECUTIVA FORTALEZA,,
510830,510830 - GERÊNCIA EXECUTIVA JUAZEIRO DO NORTE,,
510831,510831 - GERÊNCIA EXECUTIVA SOBRAL,,
510832,510832 - APS IGUATU,,
510838,510838 - APS CAMPOS SALES,,
510842,510842 - APS SENADOR POMPEU,,
510843,510843 - APS CAMOCIM,,
510890,510890 - GERÊNCIA EXECUTIVA PORTO ALEGRE,,
510905,510905 - APS BAGÉ,,
510907,510907 - GERÊNCIA EXECUTIVA CAXIAS DO SUL,,
510909,510909 - GERÊNCIA EXECUTIVA NOVO HAMBURGO,,
510910,510910 - GERÊNCIA EXECUTIVA PELOTAS,,
510911,510911 - APS RIO GRANDE,,
510912,510912 - APS SANTA CRUZ DO SUL,,
510913,510913 - GERÊNCIA EXECUTIVA SANTA MARIA,,
510915,510915 - APS BENTO GONÇALVES,,
510916,510916 - APS CACHOEIRA DO SUL,,
510917,510917 - GERÊNCIA EXECUTIVA IJUÍ,,
510918,510918 - GERÊNCIA EXECUTIVA PASSO FUNDO,,
510919,510919 - APS VACARIA,,
510921,510921 - GERÊNCIA EXECUTIVA CANOAS,,
510923,510923 - GERÊNCIA EXECUTIVA URUGUAIANA,,
510941,510941 - APS CAMAQUÃ,,
511080,511080 - GERÊNCIA EXECUTIVA CUIABÁ,,
511087,511087 - UNID.TEC.DE REAB.PROFISSIONAL CUIABÁ,,
511095,511095 - APS RONDONÓPOLIS,,
511096,511096 - APS BARRA DO GARÇAS,,
511099,511099 - APS TANGARÁ DA SERRA,,
511135,511135 - GERÊNCIA EXECUTIVA MACEIÓ,,
511152,511152 - APS PENEDO,,
511155,511155 - APS PALMEIRA DOS INDIOS,,
511180,511180 - GERÊNCIA EXECUTIVA RECIFE,,
511195,511195 - GERÊNCIA EXECUTIVA PETROLINA,,
511197,511197 - APS SERRA TALHADA,,
511199,511199 - GERÊNCIA EXECUTIVA CARUARU,,
511206,511206 - GERÊNCIA EXECUTIVA GARANHUNS,,
511212,511212 - APS SALGUEIRO,,
511270,511270 - GERÊNCIA EXECUTIVA SÃO LUÍS,,
511286,511286 - GERÊNCIA EXECUTIVA IMPERATRIZ,,
511325,511325 - GERÊNCIA EXECUTIVA SÃO PAULO-CENTRO,,
511328,511328 - GERÊNCIA EXECUTIVA SÃO PAULO-NORTE,,
511331,511331 - UNID.TEC.DE REAB.PROFISSIONAL BAURU,,
511339,511339 - GERÊNCIA EXECUTIVA SÃO PAULO-SUL,,
511341,511341 - GERÊNCIA EXECUTIVA SÃO PAULO-LESTE,,
511350,511350 - GERÊNCIA EXECUTIVA ARAÇATUBA,,
511352,511352 - GERÊNCIA EXECUTIVA ARARAQUARA,,
511354,511354 - APS AVARÉ,,
511359,511359 - GERÊNCIA EXECUTIVA CAMPINAS,,
511364,511364 - GERÊNCIA EXECUTIVA GUARULHOS,,
511367,511367 - GERÊNCIA EXECUTIVA BAURU,,
511393,511393 - GERÊNCIA EXECUTIVA TAUBATÉ,,
511397,511397 - GERÊNCIA EXECUTIVA OSASCO,,
511401,511401 - GERÊNCIA EXECUTIVA PIRACICABA,,
511413,511413 - GERÊNCIA EXECUTIVA SOROCABA,,
511416,511416 - APS REGISTRO,,
511417,511417 - GERÊNCIA EXECUTIVA PRESIDENTE PRUDENTE,,
511423,511423 - GERÊNCIA EXECUTIVA SÃO JOSÉ DOS CAMPOS,,
511424,511424 - GERÊNCIA EXECUTIVA SÃO JOSÉ DO RIO PRETO,,
511425,511425 - GERÊNCIA EXECUTIVA JUNDIAÍ,,
511426,511426 - APS JAÚ,,
511431,511431 - APS MOGI DAS CRUZES,,
511436,511436 - GERÊNCIA EXECUTIVA MARÍLIA,,
511441,511441 - GERENCIA EXECUTIVA RIBEIRÃO PRETO,,
511442,511442 - GERÊNCIA EXECUTIVA SANTO ANDRÉ,,
511443,511443 - GERÊNCIA EXECUTIVA SÃO JOÃO DA BOA VISTA,,
511444,511444 - APS SÃO CARLOS,,
511446,511446 - GERÊNCIA EXECUTIVA SANTOS,,
511449,511449 - GERÊNCIA EXECUTIVA SÃO BERNARDO DO CAMPO,,
511640,511640 - GERÊNCIA EXECUTIVA SALVADOR,,
511656,511656 - GERÊNCIA EXECUTIVA SANTO ANTÔNIO DE JESUS,,
511661,511661 - APS AMÉLIA RODRIGUES,,
511669,511669 - GERÊNCIA EXECUTIVA BARREIRAS,,
511673,511673 - GERÊNCIA EXECUTIVA VITÓRIA DA CONQUISTA,,
511674,511674 - GERÊNCIA EXECUTIVA ITABUNA,,
511679,511679 - GERÊNCIA EXECUTIVA JUAZEIRO,,
511682,511682 - GERÊNCIA EXECUTIVA FEIRA DE SANTANA,,
511683,511683 - APS ILHÉUS,,
511690,511690 - APS EUNÁPOLIS,,
511694,511694 - APS CONCEIÇÃO DO COITÉ,,
511699,511699 - APS TEIXEIRA DE FREITAS,,
511770,511770 - GERÊNCIA EXECUTIVA BELO HORIZONTE,,
511783,511783 - APS MACHADO,,
511790,511790 - APS CARANGOLA,,
511791,511791 - APS CAXAMBU,,
511792,511792 - GERÊNCIA EXECUTIVA DIAMANTINA,,
511794,511794 - APS SÃO LOURENÇO,,
511796,511796 - APS UBÁ,,
511797,511797 - APS POUSO ALEGRE,,
511799,511799 - APS ALFENAS,,
511801,511801 - APS CARATINGA,,
511802,511802 - APS CORINTO,,
511803,511803 - APS DORES DO INDAIÁ,,
511804,511804 - APS GUAXUPÉ,,
511806,511806 - APS MANHUAÇU,,
511807,511807 - APS MURIAÉ,,
511808,511808 - APS NANUQUE,,
511809,511809 - APS OLIVEIRA,,
511810,511810 - APS PATOS DE MINAS,,
511812,511812 - APS TRÊS CORAÇÕES,,
511813,511813 - APS PATROCÍNIO,,
511814,511814 - APS IPATINGA,,
511815,511815 - APS VIÇOSA,,
511817,511817 - APS CAETÉ-TANCREDO NEVES,,
511822,511822 - APS VESPASIANO,,
511823,511823 - APS ALMENARA,,
511826,511826 - APS JOÃO MONLEVADE,,
511827,511827 - GERÊNCIA EXECUTIVA JUIZ DE FORA,,
511828,511828 - GERÊNCIA EXECUTIVA UBERABA,,
511829,511829 - GERÊNCIA EXECUTIVA BARBACENA,,
511830,511830 - APS CATAGUASES,,
511831,511831 - APS CURVELO,,
511832,511832 - GERÊNCIA EXECUTIVA DIVINÓPOLIS,,
511833,511833 - APS ITABIRITO,,
511834,511834 - APS ITAJUBÁ,,
511836,511836 - APS SÃO JOÃO DEL REI,,
511838,511838 - APS LAVRAS,,
511839,511839 - APS SABARÁ,,
511840,511840 - GERÊNCIA EXECUTIVA UBERLÂNDIA,,
511841,511841 - APS TIMÓTEO,,
511842,511842 - GERÊNCIA EXECUTIVA GOVERNADOR VALADARES,,
511843,511843 - GERÊNCIA EXECUTIVA MONTES CLAROS,,
511844,511844 - APS SETE LAGOAS,,
511845,511845 - GERÊNCIA EXECUTIVA CONTAGEM,,
511846,511846 - APS CONSELHEIRO LAFAIETE,,
511847,511847 - APS BARÃO DE COCAIS,,
511848,511848 - APS LEOPOLDINA,,
511849,511849 - APS PONTE NOVA,,
511850,511850 - APS PARÁ DE MINAS,,
511851,511851 - GERÊNCIA EXECUTIVA OURO PRETO,,
511852,511852 - GERÊNCIA EXECUTIVA VARGINHA,,
511853,511853 - GERÊNCIA EXECUTIVA POÇOS DE CALDAS,,
511855,511855 - APS PEDRO LEOPOLDO,,
511856,511856 - APS VISCONDE DO RIO BRANCO,,
511857,511857 - GERÊNCIA EXECUTIVA TEÓFILO OTONI,,
511858,511858 - APS ITABIRA,,
511859,511859 - APS ALÉM PARAÍBA,,
511860,511860 - APS CONGONHAS,,
511861,511861 - APS CORONEL FABRICIANO,,
511863,511863 - APS NOVA LIMA,,
511865,511865 - APS ARAGUARI,,
511866,511866 - APS ITUIUTABA,,
511888,511888 - APS MEDINA,,
512001,512001 - COORDENAÇÃO-GERAL DE GESTAO DE PESSOAS,,
512006,512006 - COORDENAÇÃO-GERAL DE LICITAÇÕES E CONTRATOS,,
512035,512035 - GERÊNCIA EXECUTIVA PORTO VELHO,,
512060,512060 - GERÊNCIA EXECUTIVA RIO DE JANEIRO-CENTRO,,
512074,512074 - GERÊNCIA EXECUTIVA RIO DE JANEIRO-NORTE,,
